#Normalization-constant  6.46299e+02
#lambda         flux
1.0934604e+00  8.68430e-01
1.0934760e+00  8.71027e-01
1.0934915e+00  8.68517e-01
1.0935072e+00  8.46842e-01
1.0935227e+00  8.43849e-01
1.0935383e+00  8.53492e-01
1.0935538e+00  8.75341e-01
1.0935694e+00  8.69885e-01
1.0935849e+00  8.70410e-01
1.0936005e+00  8.91065e-01
1.0936160e+00  8.51673e-01
1.0936316e+00  8.60079e-01
1.0936471e+00  8.46125e-01
1.0936627e+00  8.37468e-01
1.0936782e+00  8.33564e-01
1.0936938e+00  8.27420e-01
1.0937093e+00  8.51096e-01
1.0937250e+00  8.11358e-01
1.0937406e+00  8.34410e-01
1.0937561e+00  8.24153e-01
1.0937717e+00  8.29700e-01
1.0937872e+00  8.24817e-01
1.0938028e+00  8.16446e-01
1.0938183e+00  7.74971e-01
1.0938339e+00  7.95603e-01
1.0938494e+00  7.91098e-01
1.0938650e+00  7.66431e-01
1.0938805e+00  7.81771e-01
1.0938961e+00  7.87960e-01
1.0939116e+00  7.82916e-01
1.0939273e+00  7.89721e-01
1.0939428e+00  8.13461e-01
1.0939584e+00  8.07568e-01
1.0939739e+00  8.24384e-01
1.0939895e+00  8.40885e-01
1.0940050e+00  8.57539e-01
1.0940206e+00  8.51304e-01
1.0940362e+00  8.45601e-01
1.0940517e+00  8.46572e-01
1.0940673e+00  8.77865e-01
1.0940828e+00  8.71859e-01
1.0940985e+00  8.70409e-01
1.0941140e+00  8.64270e-01
1.0941297e+00  8.70474e-01
1.0941452e+00  8.80473e-01
1.0941608e+00  8.66096e-01
1.0941763e+00  8.90920e-01
1.0941919e+00  8.76742e-01
1.0942074e+00  8.73258e-01
1.0942230e+00  8.92973e-01
1.0942385e+00  8.72289e-01
1.0942541e+00  8.79005e-01
1.0942696e+00  8.84379e-01
1.0942852e+00  9.25021e-01
1.0943007e+00  9.02916e-01
1.0943163e+00  9.10841e-01
1.0943320e+00  9.17364e-01
1.0943474e+00  8.99371e-01
1.0943631e+00  9.07158e-01
1.0943786e+00  9.18730e-01
1.0943942e+00  9.21619e-01
1.0944097e+00  9.36863e-01
1.0944253e+00  9.10473e-01
1.0944408e+00  9.03629e-01
1.0944564e+00  9.53380e-01
1.0944719e+00  9.68422e-01
1.0944875e+00  9.59539e-01
1.0945030e+00  9.38358e-01
1.0945186e+00  9.31422e-01
1.0945341e+00  9.50264e-01
1.0945497e+00  9.40289e-01
1.0945652e+00  9.85474e-01
1.0945809e+00  9.47829e-01
1.0945964e+00  9.69386e-01
1.0946120e+00  9.96154e-01
1.0946276e+00  9.69133e-01
1.0946431e+00  9.34736e-01
1.0946587e+00  9.57340e-01
1.0946742e+00  9.71483e-01
1.0946898e+00  9.71660e-01
1.0947053e+00  9.58512e-01
1.0947209e+00  9.84036e-01
1.0947364e+00  9.83661e-01
1.0947520e+00  9.81440e-01
1.0947675e+00  9.92211e-01
1.0947832e+00  9.77581e-01
1.0947987e+00  9.82042e-01
1.0948143e+00  9.74744e-01
1.0948298e+00  9.80958e-01
1.0948454e+00  9.96194e-01
1.0948609e+00  9.66356e-01
1.0948765e+00  9.31894e-01
1.0948920e+00  9.50653e-01
1.0949076e+00  9.77389e-01
1.0949232e+00  9.74007e-01
1.0949387e+00  9.38873e-01
1.0949543e+00  9.41553e-01
1.0949698e+00  9.47910e-01
1.0949855e+00  9.46642e-01
1.0950010e+00  9.44771e-01
1.0950166e+00  9.53958e-01
1.0950321e+00  9.75056e-01
1.0950477e+00  9.67888e-01
1.0950632e+00  9.84840e-01
1.0950788e+00  1.00064e+00
1.0950943e+00  1.00950e+00
1.0951099e+00  9.76056e-01
1.0951254e+00  9.77529e-01
1.0951410e+00  1.00261e+00
1.0951565e+00  9.78939e-01
1.0951721e+00  9.53188e-01
1.0951876e+00  9.76659e-01
1.0952033e+00  9.84248e-01
1.0952189e+00  9.77514e-01
1.0952344e+00  9.67216e-01
1.0952500e+00  9.71078e-01
1.0952655e+00  9.38044e-01
1.0952811e+00  9.34476e-01
1.0952966e+00  9.50082e-01
1.0953122e+00  9.83696e-01
1.0953277e+00  9.82655e-01
1.0953433e+00  9.68452e-01
1.0953588e+00  9.85972e-01
1.0953744e+00  9.96881e-01
1.0953899e+00  9.78204e-01
1.0954056e+00  9.72917e-01
1.0954210e+00  1.01709e+00
1.0954367e+00  1.15795e+00
1.0954522e+00  1.18272e+00
1.0954678e+00  1.00044e+00
1.0954833e+00  9.85664e-01
1.0954989e+00  9.84424e-01
1.0955145e+00  9.82233e-01
1.0955300e+00  9.43532e-01
1.0955456e+00  1.00207e+00
1.0955611e+00  1.00181e+00
1.0955767e+00  9.59385e-01
1.0955922e+00  9.71854e-01
1.0956078e+00  9.58550e-01
1.0956233e+00  9.80076e-01
1.0956390e+00  9.80893e-01
1.0956545e+00  9.57244e-01
1.0956701e+00  9.29273e-01
1.0956856e+00  9.32014e-01
1.0957012e+00  9.31469e-01
1.0957167e+00  9.43163e-01
1.0957323e+00  9.42431e-01
1.0957478e+00  9.10527e-01
1.0957634e+00  8.82749e-01
1.0957790e+00  9.08551e-01
1.0957945e+00  9.45125e-01
1.0958101e+00  9.39490e-01
1.0958256e+00  9.70768e-01
1.0958413e+00  9.40848e-01
1.0958568e+00  9.40854e-01
1.0958724e+00  9.40315e-01
1.0958879e+00  9.52719e-01
1.0959035e+00  9.18104e-01
1.0959190e+00  9.62217e-01
1.0959346e+00  9.31838e-01
1.0959501e+00  9.69378e-01
1.0959657e+00  9.46267e-01
1.0959812e+00  9.83771e-01
1.0959968e+00  1.00163e+00
1.0960123e+00  9.96162e-01
1.0960279e+00  9.82822e-01
1.0960434e+00  9.65335e-01
1.0960592e+00  9.64899e-01
1.0960748e+00  9.79386e-01
1.0960903e+00  9.82300e-01
1.0961059e+00  9.77793e-01
1.0961214e+00  9.81326e-01
1.0961370e+00  9.50360e-01
1.0961525e+00  9.51680e-01
1.0961681e+00  9.47084e-01
1.0961836e+00  9.38363e-01
1.0961992e+00  9.41749e-01
1.0962147e+00  9.75753e-01
1.0962303e+00  9.96368e-01
1.0962458e+00  9.43134e-01
1.0962615e+00  9.54292e-01
1.0962770e+00  9.70402e-01
1.0962926e+00  9.69324e-01
1.0963081e+00  9.97808e-01
1.0963237e+00  9.94000e-01
1.0963392e+00  9.49113e-01
