#Normalization-constant  1.21649e+04
#lambda         flux
1.0933051e+00  9.57415e-01
1.0933206e+00  9.65478e-01
1.0933362e+00  9.77233e-01
1.0933518e+00  9.87413e-01
1.0933675e+00  9.79067e-01
1.0933830e+00  9.61208e-01
1.0933986e+00  9.43854e-01
1.0934142e+00  9.28073e-01
1.0934297e+00  9.38543e-01
1.0934453e+00  9.45541e-01
1.0934609e+00  9.49979e-01
1.0934764e+00  9.45382e-01
1.0934920e+00  9.48170e-01
1.0935076e+00  9.57947e-01
1.0935231e+00  9.54575e-01
1.0935388e+00  9.53143e-01
1.0935544e+00  9.69921e-01
1.0935700e+00  9.70149e-01
1.0935855e+00  9.53242e-01
1.0936011e+00  9.48679e-01
1.0936167e+00  9.42107e-01
1.0936322e+00  9.21767e-01
1.0936478e+00  9.10615e-01
1.0936635e+00  9.04182e-01
1.0936789e+00  9.07384e-01
1.0936946e+00  9.06210e-01
1.0937102e+00  9.00281e-01
1.0937258e+00  8.94844e-01
1.0937413e+00  8.96882e-01
1.0937569e+00  8.91868e-01
1.0937725e+00  8.08157e-01
1.0937880e+00  7.23409e-01
1.0938036e+00  7.86842e-01
1.0938193e+00  8.40370e-01
1.0938348e+00  8.17401e-01
1.0938504e+00  7.85265e-01
1.0938660e+00  7.66469e-01
1.0938815e+00  7.61212e-01
1.0938971e+00  7.56270e-01
1.0939127e+00  7.45196e-01
1.0939283e+00  7.36502e-01
1.0939438e+00  7.42065e-01
1.0939594e+00  7.52430e-01
1.0939751e+00  7.61073e-01
1.0939906e+00  7.71128e-01
1.0940062e+00  7.73493e-01
1.0940218e+00  7.84962e-01
1.0940373e+00  7.88961e-01
1.0940529e+00  7.89314e-01
1.0940685e+00  8.00867e-01
1.0940840e+00  7.98988e-01
1.0940996e+00  8.00717e-01
1.0941153e+00  8.04310e-01
1.0941309e+00  8.10922e-01
1.0941464e+00  8.26342e-01
1.0941620e+00  8.28280e-01
1.0941776e+00  8.42142e-01
1.0941931e+00  8.49264e-01
1.0942087e+00  8.60080e-01
1.0942243e+00  8.67293e-01
1.0942398e+00  8.83480e-01
1.0942554e+00  8.91777e-01
1.0942711e+00  8.98129e-01
1.0942867e+00  9.03828e-01
1.0943022e+00  9.04355e-01
1.0943178e+00  9.04064e-01
1.0943334e+00  9.10074e-01
1.0943489e+00  9.13401e-01
1.0943645e+00  9.20044e-01
1.0943801e+00  9.31788e-01
1.0943956e+00  9.37788e-01
1.0944112e+00  9.41985e-01
1.0944269e+00  9.42950e-01
1.0944424e+00  9.45324e-01
1.0944580e+00  9.45588e-01
1.0944736e+00  9.41935e-01
1.0944892e+00  9.41482e-01
1.0945047e+00  9.48140e-01
1.0945203e+00  9.52789e-01
1.0945359e+00  9.49903e-01
1.0945514e+00  9.57575e-01
1.0945671e+00  9.58110e-01
1.0945827e+00  9.52352e-01
1.0945982e+00  9.61100e-01
1.0946138e+00  9.76497e-01
1.0946294e+00  9.84287e-01
1.0946449e+00  9.94612e-01
1.0946605e+00  9.98782e-01
1.0946761e+00  9.95023e-01
1.0946917e+00  9.96249e-01
1.0947072e+00  9.93021e-01
1.0947229e+00  9.87325e-01
1.0947385e+00  9.75713e-01
1.0947540e+00  9.65628e-01
1.0947696e+00  9.60327e-01
1.0947852e+00  9.57723e-01
1.0948007e+00  9.58182e-01
1.0948163e+00  9.65512e-01
1.0948319e+00  9.71450e-01
1.0948476e+00  9.56324e-01
1.0948631e+00  9.41595e-01
1.0948787e+00  9.67105e-01
1.0948943e+00  9.69717e-01
1.0949098e+00  9.66555e-01
1.0949254e+00  9.59548e-01
1.0949410e+00  9.43518e-01
1.0949565e+00  9.11238e-01
1.0949721e+00  8.86169e-01
1.0949877e+00  8.99183e-01
1.0950032e+00  9.40012e-01
1.0950189e+00  9.66807e-01
1.0950345e+00  9.78696e-01
1.0950501e+00  9.83116e-01
1.0950656e+00  9.74345e-01
1.0950812e+00  9.80532e-01
1.0950968e+00  9.78533e-01
1.0951123e+00  9.77759e-01
1.0951279e+00  9.71520e-01
1.0951436e+00  9.65753e-01
1.0951590e+00  9.66646e-01
1.0951747e+00  9.66476e-01
1.0951903e+00  9.64832e-01
1.0952059e+00  9.66192e-01
1.0952214e+00  9.67051e-01
1.0952370e+00  9.60344e-01
1.0952526e+00  9.58064e-01
1.0952681e+00  9.38718e-01
1.0952837e+00  9.31509e-01
1.0952995e+00  9.51122e-01
1.0953150e+00  9.57463e-01
1.0953306e+00  9.52790e-01
1.0953462e+00  9.44254e-01
1.0953617e+00  9.42948e-01
1.0953773e+00  9.44941e-01
1.0953929e+00  9.49229e-01
1.0954085e+00  9.53152e-01
1.0954240e+00  9.60256e-01
1.0954396e+00  9.62580e-01
1.0954553e+00  9.74427e-01
1.0954708e+00  9.87300e-01
1.0954864e+00  9.81480e-01
1.0955020e+00  9.92653e-01
1.0955175e+00  9.84910e-01
1.0955331e+00  9.77618e-01
1.0955487e+00  9.65510e-01
1.0955642e+00  9.59990e-01
1.0955798e+00  9.63043e-01
1.0955955e+00  9.60658e-01
1.0956111e+00  9.55563e-01
1.0956266e+00  9.56614e-01
1.0956422e+00  9.58365e-01
1.0956578e+00  9.55906e-01
1.0956733e+00  9.52712e-01
1.0956889e+00  9.49186e-01
1.0957045e+00  9.47725e-01
1.0957200e+00  9.48311e-01
1.0957356e+00  9.42641e-01
1.0957513e+00  9.32481e-01
1.0957668e+00  9.16201e-01
1.0957824e+00  9.09997e-01
1.0957980e+00  8.99470e-01
1.0958136e+00  8.97470e-01
1.0958291e+00  9.16947e-01
1.0958447e+00  9.30402e-01
1.0958603e+00  9.37998e-01
1.0958758e+00  9.31913e-01
1.0958915e+00  9.36549e-01
1.0959071e+00  9.36387e-01
1.0959226e+00  9.38084e-01
1.0959382e+00  9.33683e-01
1.0959538e+00  9.15480e-01
1.0959694e+00  9.23213e-01
1.0959849e+00  9.37045e-01
1.0960005e+00  9.49733e-01
1.0960161e+00  9.53624e-01
1.0960316e+00  9.48961e-01
1.0960473e+00  9.28486e-01
1.0960629e+00  9.37339e-01
1.0960784e+00  9.57977e-01
1.0960940e+00  9.53144e-01
1.0961096e+00  9.51011e-01
1.0961251e+00  9.46298e-01
1.0961407e+00  9.44034e-01
