#Normalization-constant  3.85227e+03
#lambda         flux
1.0932323e+00  9.03117e-01
1.0932478e+00  8.91150e-01
1.0932634e+00  8.90576e-01
1.0932789e+00  8.99080e-01
1.0932945e+00  8.92401e-01
1.0933102e+00  8.96005e-01
1.0933257e+00  8.68041e-01
1.0933413e+00  8.69775e-01
1.0933568e+00  8.65705e-01
1.0933724e+00  8.53882e-01
1.0933880e+00  8.44259e-01
1.0934035e+00  8.49628e-01
1.0934191e+00  8.70384e-01
1.0934347e+00  8.85984e-01
1.0934502e+00  8.82636e-01
1.0934658e+00  8.83600e-01
1.0934813e+00  8.68591e-01
1.0934970e+00  8.58405e-01
1.0935126e+00  8.52552e-01
1.0935281e+00  8.64455e-01
1.0935437e+00  8.65722e-01
1.0935592e+00  8.60739e-01
1.0935748e+00  8.58348e-01
1.0935904e+00  8.60280e-01
1.0936059e+00  8.71903e-01
1.0936215e+00  8.62009e-01
1.0936370e+00  8.53552e-01
1.0936526e+00  8.44614e-01
1.0936683e+00  8.53777e-01
1.0936838e+00  8.46779e-01
1.0936994e+00  8.38567e-01
1.0937150e+00  8.74516e-01
1.0937305e+00  8.58167e-01
1.0937461e+00  8.58857e-01
1.0937616e+00  8.66289e-01
1.0937772e+00  8.58743e-01
1.0937928e+00  8.49648e-01
1.0938083e+00  8.40481e-01
1.0938239e+00  8.30805e-01
1.0938394e+00  8.37623e-01
1.0938551e+00  8.36124e-01
1.0938707e+00  8.36503e-01
1.0938862e+00  8.39783e-01
1.0939018e+00  8.56044e-01
1.0939173e+00  8.52298e-01
1.0939329e+00  8.58148e-01
1.0939485e+00  8.62905e-01
1.0939640e+00  8.59138e-01
1.0939796e+00  8.67259e-01
1.0939951e+00  8.69865e-01
1.0940107e+00  8.67152e-01
1.0940264e+00  8.64360e-01
1.0940419e+00  8.64180e-01
1.0940575e+00  8.70905e-01
1.0940731e+00  8.75147e-01
1.0940886e+00  8.83640e-01
1.0941042e+00  8.89488e-01
1.0941197e+00  9.01399e-01
1.0941353e+00  8.97594e-01
1.0941509e+00  8.79350e-01
1.0941664e+00  8.89797e-01
1.0941821e+00  8.85798e-01
1.0941975e+00  8.81410e-01
1.0942132e+00  9.22249e-01
1.0942288e+00  8.96787e-01
1.0942443e+00  9.01108e-01
1.0942599e+00  8.98223e-01
1.0942754e+00  9.06118e-01
1.0942910e+00  9.09926e-01
1.0943066e+00  9.10490e-01
1.0943221e+00  9.18016e-01
1.0943377e+00  9.16991e-01
1.0943534e+00  9.16799e-01
1.0943689e+00  9.17727e-01
1.0943845e+00  9.18396e-01
1.0944000e+00  9.12684e-01
1.0944156e+00  9.14975e-01
1.0944312e+00  9.25267e-01
1.0944467e+00  9.36378e-01
1.0944623e+00  9.36369e-01
1.0944778e+00  9.44171e-01
1.0944934e+00  9.40890e-01
1.0945090e+00  9.39335e-01
1.0945245e+00  9.33186e-01
1.0945402e+00  9.34873e-01
1.0945557e+00  9.38785e-01
1.0945713e+00  9.45266e-01
1.0945869e+00  9.50315e-01
1.0946024e+00  9.52555e-01
1.0946180e+00  9.51149e-01
1.0946336e+00  9.50627e-01
1.0946491e+00  9.59280e-01
1.0946647e+00  9.53079e-01
1.0946802e+00  9.65710e-01
1.0946958e+00  9.51795e-01
1.0947115e+00  9.46831e-01
1.0947270e+00  9.47314e-01
1.0947426e+00  9.46163e-01
1.0947581e+00  9.51239e-01
1.0947737e+00  9.59699e-01
1.0947893e+00  9.62812e-01
1.0948048e+00  9.63459e-01
1.0948204e+00  9.62687e-01
1.0948359e+00  9.53561e-01
1.0948515e+00  9.52065e-01
1.0948671e+00  9.56311e-01
1.0948826e+00  9.48449e-01
1.0948983e+00  9.46833e-01
1.0949139e+00  9.30960e-01
1.0949294e+00  9.06844e-01
1.0949450e+00  9.07402e-01
1.0949605e+00  9.37129e-01
1.0949761e+00  9.51153e-01
1.0949917e+00  9.63999e-01
1.0950072e+00  9.67531e-01
1.0950228e+00  9.62649e-01
1.0950383e+00  9.54497e-01
1.0950539e+00  9.69149e-01
1.0950696e+00  9.70691e-01
1.0950851e+00  9.70753e-01
1.0951007e+00  9.72127e-01
1.0951162e+00  9.60919e-01
1.0951318e+00  9.58982e-01
1.0951474e+00  9.67281e-01
1.0951629e+00  9.85987e-01
1.0951785e+00  9.74118e-01
1.0951941e+00  9.72402e-01
1.0952096e+00  9.68532e-01
1.0952253e+00  9.57469e-01
1.0952408e+00  9.48508e-01
1.0952564e+00  9.46817e-01
1.0952720e+00  9.69624e-01
1.0952875e+00  9.57470e-01
1.0953031e+00  9.45406e-01
1.0953186e+00  9.57817e-01
1.0953342e+00  9.66606e-01
1.0953498e+00  9.65801e-01
1.0953653e+00  9.68548e-01
1.0953809e+00  9.71750e-01
1.0953964e+00  9.68818e-01
1.0954121e+00  9.70206e-01
1.0954277e+00  9.69728e-01
1.0954432e+00  9.78656e-01
1.0954588e+00  9.82764e-01
1.0954744e+00  9.76845e-01
1.0954899e+00  9.70047e-01
1.0955055e+00  9.63370e-01
1.0955210e+00  9.70499e-01
1.0955366e+00  9.64099e-01
1.0955522e+00  9.58530e-01
1.0955677e+00  9.59020e-01
1.0955834e+00  9.59225e-01
1.0955989e+00  9.57198e-01
1.0956145e+00  9.58972e-01
1.0956301e+00  9.56249e-01
1.0956456e+00  9.57489e-01
1.0956612e+00  9.58666e-01
1.0956767e+00  9.56628e-01
1.0956923e+00  9.45560e-01
1.0957079e+00  9.23751e-01
1.0957234e+00  9.13036e-01
1.0957390e+00  9.09580e-01
1.0957547e+00  9.06999e-01
1.0957702e+00  9.19245e-01
1.0957858e+00  9.25296e-01
1.0958013e+00  9.32795e-01
1.0958169e+00  9.31041e-01
1.0958325e+00  9.20777e-01
1.0958480e+00  9.18461e-01
1.0958636e+00  9.25333e-01
1.0958791e+00  9.23374e-01
1.0958947e+00  9.23186e-01
1.0959103e+00  9.07938e-01
1.0959258e+00  9.09544e-01
1.0959415e+00  9.36707e-01
1.0959570e+00  9.37068e-01
1.0959726e+00  9.48054e-01
1.0959882e+00  9.37088e-01
1.0960037e+00  9.25436e-01
1.0960193e+00  9.17507e-01
1.0960348e+00  9.27255e-01
1.0960504e+00  9.33380e-01
1.0960660e+00  9.40957e-01
1.0960815e+00  9.31087e-01
