#Normalization-constant  1.09519e+02
#lambda         flux
1.1255115e+00  6.64929e-01
1.1255276e+00  1.14240e+00
1.1255436e+00  7.79011e-01
1.1255597e+00  9.16928e-01
1.1255757e+00  1.28973e+00
1.1255918e+00  1.34383e+00
1.1256078e+00  9.42737e-01
1.1256238e+00  4.60612e-01
1.1256398e+00  5.77480e-01
1.1256558e+00  1.40940e+00
1.1256719e+00  1.37723e+00
1.1256879e+00  8.37495e-01
1.1257040e+00  1.02122e+00
1.1257199e+00  1.11708e+00
1.1257360e+00  9.83731e-01
1.1257520e+00  9.56538e-01
1.1257681e+00  1.06664e+00
1.1257841e+00  1.16900e+00
1.1258002e+00  8.73544e-01
1.1258161e+00  9.91346e-01
1.1258322e+00  1.06736e+00
1.1258482e+00  8.89524e-01
1.1258643e+00  9.66959e-01
1.1258803e+00  1.03619e+00
1.1258964e+00  1.07315e+00
1.1259123e+00  1.15181e+00
1.1259283e+00  1.14493e+00
1.1259444e+00  1.12816e+00
1.1259604e+00  8.63752e-01
1.1259765e+00  9.35413e-01
1.1259924e+00  9.28580e-01
1.1260085e+00  1.03675e+00
1.1260245e+00  7.20847e-01
1.1260406e+00  8.34168e-01
1.1260566e+00  1.07021e+00
1.1260727e+00  1.20099e+00
1.1260886e+00  1.07553e+00
1.1261047e+00  9.78153e-01
1.1261207e+00  1.00000e+00
1.1261368e+00  1.08388e+00
1.1261528e+00  1.00689e+00
1.1261689e+00  8.17526e-01
1.1261848e+00  6.89299e-01
1.1262008e+00  7.45028e-01
1.1262169e+00  9.21845e-01
1.1262329e+00  1.05139e+00
1.1262490e+00  9.40374e-01
1.1262650e+00  7.88195e-01
1.1262810e+00  8.63642e-01
1.1262970e+00  1.00868e+00
1.1263131e+00  1.20235e+00
1.1263291e+00  8.08437e-01
1.1263452e+00  8.87841e-01
1.1263612e+00  7.12293e-01
1.1263772e+00  9.42856e-01
1.1263932e+00  9.28881e-01
1.1264093e+00  8.36798e-01
1.1264253e+00  9.20951e-01
1.1264413e+00  1.16732e+00
1.1264574e+00  8.96765e-01
1.1264733e+00  9.40371e-01
1.1264894e+00  8.92195e-01
1.1265054e+00  1.00832e+00
1.1265215e+00  7.05747e-01
1.1265375e+00  8.89413e-01
1.1265536e+00  1.01359e+00
1.1265695e+00  1.21551e+00
1.1265856e+00  1.02689e+00
1.1266016e+00  7.34351e-01
1.1266177e+00  7.39197e-01
1.1266337e+00  9.01540e-01
1.1266498e+00  6.98336e-01
1.1266657e+00  9.97251e-01
1.1266818e+00  9.60369e-01
1.1266978e+00  9.92294e-01
1.1267138e+00  1.17969e+00
1.1267299e+00  1.10169e+00
1.1267458e+00  9.99582e-01
1.1267619e+00  8.90033e-01
1.1267779e+00  9.10658e-01
1.1267940e+00  1.12381e+00
1.1268100e+00  9.34639e-01
1.1268261e+00  9.26558e-01
1.1268420e+00  8.48260e-01
1.1268581e+00  9.29602e-01
1.1268741e+00  9.47907e-01
1.1268902e+00  6.34410e-01
1.1269062e+00  1.23667e+00
1.1269223e+00  1.28509e+00
1.1269382e+00  1.05831e+00
1.1269542e+00  6.96480e-01
1.1269703e+00  8.40721e-01
1.1269863e+00  5.91594e-01
1.1270024e+00  1.00213e+00
1.1270184e+00  1.02535e+00
1.1270344e+00  1.22371e+00
1.1270504e+00  1.14846e+00
1.1270665e+00  1.11668e+00
1.1270825e+00  9.60707e-01
1.1270986e+00  9.15086e-01
1.1271146e+00  7.66807e-01
1.1271306e+00  8.43289e-01
1.1271466e+00  8.28348e-01
1.1271627e+00  1.31264e+00
1.1271787e+00  1.64978e+00
1.1271948e+00  1.52545e+00
1.1272108e+00  1.51514e+00
1.1272267e+00  1.70215e+00
1.1272428e+00  1.37047e+00
1.1272588e+00  9.38188e-01
1.1272749e+00  1.04960e+00
1.1272909e+00  7.24730e-01
1.1273070e+00  9.80804e-01
1.1273229e+00  1.24943e+00
1.1273391e+00  1.50934e+00
1.1273551e+00  1.16945e+00
1.1273712e+00  9.90922e-01
1.1273872e+00  8.63476e-01
1.1274033e+00  1.07546e+00
1.1274192e+00  7.01896e-01
1.1274353e+00  6.55562e-01
1.1274513e+00  1.40943e+00
1.1274674e+00  7.80694e-01
1.1274834e+00  1.06611e+00
1.1274993e+00  1.04553e-01
1.1275154e+00  6.37320e-01
1.1275314e+00  1.19449e+00
1.1275475e+00  1.26911e+00
1.1275635e+00  1.22150e+00
1.1275796e+00  6.76712e-01
1.1275955e+00  7.68920e-01
1.1276116e+00  7.34736e-01
1.1276276e+00  8.07635e-01
1.1276437e+00  9.54145e-01
1.1276597e+00  9.99479e-01
1.1276758e+00  8.74346e-01
1.1276917e+00  8.70900e-01
1.1277078e+00  9.50552e-01
1.1277238e+00  8.16691e-01
1.1277399e+00  9.69200e-01
1.1277559e+00  1.19753e+00
1.1277719e+00  1.48765e+00
1.1277880e+00  1.12498e+00
1.1278039e+00  6.86205e-01
1.1278200e+00  5.03572e-01
1.1278360e+00  7.56991e-01
1.1278521e+00  9.80465e-01
1.1278681e+00  1.52320e+00
1.1278842e+00  1.42263e+00
1.1279001e+00  1.93257e+00
1.1279162e+00  2.32225e+00
1.1279322e+00  1.89646e+00
1.1279483e+00  2.18340e+00
1.1279643e+00  3.70466e+00
1.1279804e+00 -1.39876e-02
1.1279963e+00 -1.97968e-01
1.1280123e+00  7.02756e-01
1.1280284e+00  1.01848e+00
1.1280444e+00  1.04841e+00
1.1280605e+00  8.45901e-01
1.1280764e+00  9.60334e-01
1.1280925e+00  1.04172e+00
1.1281085e+00  6.58693e-01
1.1281246e+00  4.28370e-01
1.1281406e+00  6.96598e-01
1.1281567e+00  7.72421e-01
1.1281726e+00  1.09059e+00
1.1281887e+00  1.25329e+00
1.1282047e+00  8.89339e-01
1.1282208e+00  1.09391e+00
1.1282368e+00  8.48524e-01
1.1282529e+00  9.65174e-01
1.1282688e+00  1.07397e+00
1.1282848e+00  1.01833e+00
1.1283009e+00  8.19782e-01
1.1283169e+00  2.18226e-01
1.1283330e+00  8.41828e-01
1.1283489e+00  1.04247e+00
1.1283650e+00  9.23963e-01
1.1283810e+00  1.25438e+00
1.1283971e+00  9.09678e-01
1.1284131e+00  1.39281e+00
1.1284292e+00  1.40458e+00
1.1284452e+00  1.14743e+00
