#Normalization-constant  6.60334e+02
#lambda         flux
1.0781801e+00  1.02443e+00
1.0781954e+00  1.00600e+00
1.0782107e+00  1.02777e+00
1.0782261e+00  1.01273e+00
1.0782415e+00  1.01856e+00
1.0782569e+00  1.01817e+00
1.0782721e+00  1.00004e+00
1.0782875e+00  9.88198e-01
1.0783029e+00  9.80650e-01
1.0783183e+00  9.92409e-01
1.0783335e+00  9.92958e-01
1.0783489e+00  1.02844e+00
1.0783643e+00  1.02148e+00
1.0783797e+00  9.90113e-01
1.0783949e+00  1.01880e+00
1.0784103e+00  1.00574e+00
1.0784257e+00  9.69366e-01
1.0784410e+00  9.91380e-01
1.0784565e+00  9.95655e-01
1.0784718e+00  9.63037e-01
1.0784872e+00  9.65184e-01
1.0785025e+00  1.00028e+00
1.0785179e+00  1.00010e+00
1.0785332e+00  9.94417e-01
1.0785486e+00  9.96787e-01
1.0785639e+00  9.92391e-01
1.0785793e+00  9.93504e-01
1.0785946e+00  9.92336e-01
1.0786099e+00  9.97958e-01
1.0786253e+00  9.94029e-01
1.0786407e+00  9.63343e-01
1.0786560e+00  9.78590e-01
1.0786713e+00  9.68392e-01
1.0786867e+00  9.78772e-01
1.0787021e+00  9.08221e-01
1.0787175e+00  8.97603e-01
1.0787327e+00  8.88874e-01
1.0787481e+00  9.29208e-01
1.0787635e+00  9.30484e-01
1.0787789e+00  9.36380e-01
1.0787941e+00  9.51668e-01
1.0788095e+00  9.86045e-01
1.0788249e+00  9.94192e-01
1.0788403e+00  9.66199e-01
1.0788555e+00  9.84688e-01
1.0788709e+00  1.00542e+00
1.0788863e+00  9.97403e-01
1.0789017e+00  9.97532e-01
1.0789169e+00  9.79086e-01
1.0789323e+00  9.82442e-01
1.0789477e+00  9.78710e-01
1.0789630e+00  9.64641e-01
1.0789784e+00  9.75178e-01
1.0789937e+00  1.01210e+00
1.0790091e+00  9.70076e-01
1.0790244e+00  1.00348e+00
1.0790398e+00  9.83915e-01
1.0790551e+00  1.00135e+00
1.0790705e+00  1.01884e+00
1.0790858e+00  9.90207e-01
1.0791012e+00  9.59243e-01
1.0791165e+00  9.64601e-01
1.0791318e+00  9.99861e-01
1.0791472e+00  9.66695e-01
1.0791626e+00  9.52804e-01
1.0791779e+00  9.59722e-01
1.0791932e+00  1.00881e+00
1.0792086e+00  1.02667e+00
1.0792240e+00  1.02861e+00
1.0792394e+00  1.01682e+00
1.0792546e+00  9.89913e-01
1.0792700e+00  9.95966e-01
1.0792854e+00  1.02294e+00
1.0793008e+00  1.00295e+00
1.0793160e+00  1.02625e+00
1.0793314e+00  1.02045e+00
1.0793468e+00  1.03114e+00
1.0793622e+00  1.01588e+00
1.0793774e+00  1.00021e+00
1.0793928e+00  1.03870e+00
1.0794082e+00  1.01701e+00
1.0794236e+00  1.02693e+00
1.0794388e+00  1.03758e+00
1.0794542e+00  1.02640e+00
1.0794696e+00  1.08090e+00
1.0794849e+00  1.04177e+00
1.0795003e+00  1.04137e+00
1.0795156e+00  1.05324e+00
1.0795310e+00  9.93250e-01
1.0795463e+00  9.86233e-01
1.0795617e+00  9.96416e-01
1.0795770e+00  9.99540e-01
1.0795924e+00  1.01004e+00
1.0796077e+00  1.03212e+00
1.0796231e+00  1.05368e+00
1.0796384e+00  1.09786e+00
1.0796537e+00  1.05698e+00
1.0796691e+00  1.02899e+00
1.0796845e+00  1.02250e+00
1.0796998e+00  1.01470e+00
1.0797151e+00  1.02317e+00
1.0797305e+00  1.00671e+00
1.0797459e+00  1.04362e+00
1.0797613e+00  1.05781e+00
1.0797765e+00  1.04489e+00
1.0797919e+00  1.01145e+00
1.0798073e+00  1.03164e+00
1.0798227e+00  1.04644e+00
1.0798379e+00  1.04186e+00
1.0798533e+00  1.03804e+00
1.0798687e+00  1.03262e+00
1.0798841e+00  1.01809e+00
1.0798993e+00  1.04358e+00
1.0799147e+00  1.04279e+00
1.0799301e+00  1.06694e+00
1.0799455e+00  1.05935e+00
1.0799607e+00  1.04769e+00
1.0799761e+00  1.02206e+00
1.0799915e+00  1.04738e+00
1.0800068e+00  1.04206e+00
1.0800222e+00  1.02057e+00
1.0800375e+00  1.03281e+00
1.0800529e+00  1.01101e+00
1.0800682e+00  1.05143e+00
1.0800836e+00  1.03999e+00
1.0800989e+00  1.00172e+00
1.0801143e+00  9.97101e-01
1.0801296e+00  1.02101e+00
1.0801450e+00  1.03094e+00
1.0801603e+00  1.02387e+00
1.0801756e+00  1.00631e+00
1.0801910e+00  1.01784e+00
1.0802064e+00  9.58013e-01
1.0802218e+00  1.03099e+00
1.0802370e+00  1.01512e+00
1.0802524e+00  9.86082e-01
1.0802678e+00  1.02975e+00
1.0802832e+00  1.01857e+00
1.0802984e+00  1.04969e+00
1.0803138e+00  1.02823e+00
1.0803292e+00  9.85594e-01
1.0803446e+00  1.02648e+00
1.0803598e+00  9.90826e-01
1.0803752e+00  1.03722e+00
1.0803906e+00  1.04461e+00
1.0804060e+00  1.04025e+00
1.0804213e+00  1.04629e+00
1.0804367e+00  1.04402e+00
1.0804521e+00  1.03452e+00
1.0804674e+00  1.05444e+00
1.0804828e+00  1.05014e+00
1.0804981e+00  1.05894e+00
1.0805135e+00  1.06474e+00
1.0805288e+00  1.04467e+00
1.0805442e+00  1.07656e+00
1.0805595e+00  1.06760e+00
1.0805749e+00  1.06417e+00
1.0805902e+00  1.06636e+00
1.0806056e+00  1.07809e+00
1.0806209e+00  1.04676e+00
1.0806362e+00  1.03494e+00
1.0806516e+00  1.03441e+00
1.0806670e+00  1.01183e+00
1.0806823e+00  1.07051e+00
1.0806976e+00  1.04517e+00
1.0807130e+00  1.02169e+00
1.0807284e+00  1.07056e+00
1.0807438e+00  1.08570e+00
1.0807590e+00  1.01703e+00
1.0807744e+00  1.05597e+00
1.0807898e+00  1.00362e+00
1.0808052e+00  1.01301e+00
1.0808204e+00  1.03748e+00
1.0808358e+00  1.03536e+00
1.0808512e+00  1.03846e+00
1.0808666e+00  1.03622e+00
1.0808818e+00  1.02612e+00
1.0808972e+00  1.04668e+00
1.0809126e+00  1.05568e+00
1.0809280e+00  1.05212e+00
1.0809432e+00  1.05106e+00
1.0809586e+00  1.07430e+00
1.0809740e+00  1.07442e+00
1.0809893e+00  1.04296e+00
