Normalization-constant  7.30521e+02
lambda         flux
1.0091810e+00  9.51916e-01
1.0091955e+00  9.42684e-01
1.0092101e+00  9.97930e-01
1.0092246e+00  1.05871e+00
1.0092391e+00  1.03523e+00
1.0092536e+00  1.08138e+00
1.0092681e+00  1.02098e+00
1.0092827e+00  9.82998e-01
1.0092972e+00  1.02172e+00
1.0093118e+00  1.00776e+00
1.0093263e+00  1.01693e+00
1.0093409e+00  1.02885e+00
1.0093554e+00  1.01861e+00
1.0093698e+00  1.05193e+00
1.0093844e+00  9.99656e-01
1.0093989e+00  9.38922e-01
1.0094135e+00  9.02798e-01
1.0094280e+00  1.02277e+00
1.0094426e+00  1.12157e+00
1.0094571e+00  1.07931e+00
1.0094716e+00  1.00635e+00
1.0094862e+00  9.57870e-01
1.0095006e+00  1.08384e+00
1.0095151e+00  1.03572e+00
1.0095297e+00  9.59988e-01
1.0095442e+00  1.01111e+00
1.0095588e+00  1.01622e+00
1.0095733e+00  1.01901e+00
1.0095879e+00  1.01135e+00
1.0096024e+00  9.93815e-01
1.0096170e+00  9.62173e-01
1.0096314e+00  1.00386e+00
1.0096459e+00  1.03733e+00
1.0096605e+00  9.72153e-01
1.0096750e+00  1.08826e+00
1.0096896e+00  1.05296e+00
1.0097041e+00  9.50742e-01
1.0097186e+00  9.87775e-01
1.0097332e+00  9.65202e-01
1.0097477e+00  1.00436e+00
1.0097622e+00  1.03682e+00
1.0097767e+00  1.01516e+00
1.0097912e+00  9.64325e-01
1.0098058e+00  9.73492e-01
1.0098203e+00  1.06739e+00
1.0098349e+00  1.03825e+00
1.0098494e+00  9.40510e-01
1.0098640e+00  9.73021e-01
1.0098784e+00  1.02175e+00
1.0098929e+00  1.00248e+00
1.0099075e+00  1.03801e+00
1.0099220e+00  9.94031e-01
1.0099366e+00  1.00427e+00
1.0099511e+00  9.66532e-01
1.0099656e+00  9.38143e-01
1.0099802e+00  1.04192e+00
1.0099947e+00  1.02877e+00
1.0100093e+00  9.73974e-01
1.0100238e+00  9.62445e-01
1.0100383e+00  1.02080e+00
1.0100529e+00  9.99922e-01
1.0100674e+00  9.29188e-01
1.0100820e+00  9.26286e-01
1.0100965e+00  9.90558e-01
1.0101111e+00  1.03657e+00
1.0101256e+00  1.02745e+00
1.0101400e+00  1.04641e+00
1.0101546e+00  1.03992e+00
1.0101691e+00  9.58870e-01
1.0101837e+00  9.88095e-01
1.0101982e+00  1.07832e+00
1.0102127e+00  1.07149e+00
1.0102273e+00  1.03055e+00
1.0102418e+00  1.09182e+00
1.0102564e+00  1.06260e+00
1.0102708e+00  1.01519e+00
1.0102853e+00  9.90782e-01
1.0102999e+00  1.03843e+00
1.0103144e+00  1.10354e+00
1.0103290e+00  9.78258e-01
1.0103435e+00  1.01227e+00
1.0103581e+00  1.06127e+00
1.0103726e+00  9.52925e-01
1.0103871e+00  9.56782e-01
1.0104016e+00  1.03249e+00
1.0104161e+00  1.00762e+00
1.0104307e+00  9.57240e-01
1.0104452e+00  1.01995e+00
1.0104597e+00  1.02748e+00
1.0104743e+00  1.05244e+00
1.0104888e+00  1.08148e+00
1.0105034e+00  9.94821e-01
1.0105178e+00  9.97163e-01
1.0105323e+00  1.04768e+00
1.0105469e+00  1.07007e+00
1.0105614e+00  1.00507e+00
1.0105760e+00  9.72620e-01
1.0105905e+00  9.46783e-01
1.0106051e+00  1.01355e+00
1.0106196e+00  1.05840e+00
1.0106341e+00  9.80144e-01
1.0106486e+00  1.01147e+00
1.0106631e+00  1.00526e+00
1.0106777e+00  9.96479e-01
1.0106922e+00  9.85818e-01
1.0107067e+00  9.56308e-01
1.0107213e+00  9.41175e-01
1.0107358e+00  9.99563e-01
1.0107504e+00  9.66987e-01
1.0107649e+00  1.03013e+00
1.0107793e+00  9.73563e-01
1.0107939e+00  1.01963e+00
1.0108084e+00  1.02108e+00
1.0108230e+00  1.05490e+00
1.0108375e+00  1.03372e+00
1.0108521e+00  1.04897e+00
1.0108666e+00  1.05180e+00
1.0108811e+00  1.05460e+00
1.0108957e+00  9.71413e-01
1.0109101e+00  1.00477e+00
1.0109247e+00  1.04767e+00
1.0109392e+00  1.02640e+00
1.0109537e+00  1.04799e+00
1.0109683e+00  1.05063e+00
1.0109828e+00  9.79765e-01
1.0109974e+00  9.88846e-01
1.0110119e+00  1.02739e+00
1.0110265e+00  9.65174e-01
1.0110409e+00  1.02187e+00
1.0110554e+00  9.55533e-01
1.0110700e+00  9.48879e-01
1.0110845e+00  1.00021e+00
1.0110991e+00  1.06274e+00
1.0111136e+00  1.04999e+00
1.0111282e+00  9.69614e-01
1.0111427e+00  9.60731e-01
1.0111572e+00  9.97696e-01
1.0111717e+00  1.03122e+00
1.0111862e+00  1.04259e+00
1.0112007e+00  9.81076e-01
1.0112153e+00  9.64024e-01
1.0112298e+00  9.79123e-01
1.0112444e+00  9.63463e-01
1.0112589e+00  9.95993e-01
1.0112735e+00  9.95439e-01
1.0112879e+00  9.51761e-01
1.0113024e+00  9.88521e-01
1.0113170e+00  1.02833e+00
1.0113315e+00  9.91650e-01
1.0113461e+00  9.29094e-01
1.0113606e+00  9.80895e-01
1.0113752e+00  9.70885e-01
1.0113897e+00  1.01935e+00
1.0114042e+00  9.82105e-01
1.0114187e+00  9.64831e-01
1.0114332e+00  9.68757e-01
1.0114478e+00  9.75728e-01
1.0114623e+00  9.63406e-01
1.0114768e+00  9.29079e-01
1.0114914e+00  1.02189e+00
1.0115059e+00  9.95012e-01
1.0115205e+00  1.05091e+00
1.0115350e+00  1.01607e+00
1.0115494e+00  1.00340e+00
1.0115640e+00  1.04597e+00
1.0115785e+00  1.02216e+00
1.0115931e+00  9.81706e-01
1.0116076e+00  1.01053e+00
1.0116222e+00  1.02576e+00
1.0116367e+00  9.97010e-01
1.0116512e+00  9.98690e-01
1.0116658e+00  9.73460e-01
1.0116802e+00  9.60146e-01
1.0116948e+00  9.63703e-01
1.0117093e+00  1.00195e+00
1.0117238e+00  9.77155e-01
1.0117384e+00  9.94713e-01
1.0117529e+00  1.00593e+00
1.0117675e+00  9.51422e-01
1.0117820e+00  1.00256e+00
1.0117966e+00  1.03165e+00
1.0118110e+00  9.86109e-01
1.0118255e+00  1.01134e+00
1.0118401e+00  1.01195e+00
1.0118546e+00  1.02254e+00
1.0118692e+00  1.05698e+00
1.0118837e+00  9.66707e-01
1.0118982e+00  9.65617e-01
1.0119128e+00  9.74756e-01
1.0119272e+00  9.47706e-01
1.0119418e+00  9.73657e-01
1.0119563e+00  1.03032e+00
1.0119709e+00  9.90294e-01
1.0119855e+00  9.82597e-01
1.0120000e+00  9.92971e-01
1.0120146e+00  1.04003e+00
1.0120291e+00  1.00027e+00
1.0120437e+00  9.69583e-01
1.0120581e+00  1.02661e+00
1.0120726e+00  9.86150e-01
1.0120872e+00  9.92589e-01
1.0121017e+00  1.01690e+00
1.0121163e+00  9.63094e-01
1.0121308e+00  9.51232e-01
1.0121453e+00  9.86456e-01
1.0121599e+00  1.00262e+00
1.0121744e+00  1.00308e+00
1.0121889e+00  1.05673e+00
1.0122034e+00  1.07952e+00
1.0122179e+00  1.04815e+00
1.0122325e+00  9.84332e-01
1.0122470e+00  1.05080e+00
1.0122616e+00  1.09501e+00
1.0122761e+00  1.03840e+00
1.0122907e+00  9.90850e-01
1.0123052e+00  9.78494e-01
1.0123196e+00  1.05153e+00
1.0123342e+00  1.01852e+00
1.0123487e+00  9.77123e-01
1.0123633e+00  9.12456e-01
1.0123778e+00  1.02408e+00
1.0123923e+00  1.04636e+00
1.0124069e+00  9.89107e-01
1.0124214e+00  1.01376e+00
1.0124360e+00  1.03281e+00
1.0124504e+00  1.02132e+00
1.0124649e+00  1.00602e+00
1.0124795e+00  9.69851e-01
1.0124940e+00  9.43467e-01
1.0125086e+00  9.92553e-01
1.0125231e+00  9.83672e-01
1.0125377e+00  1.02223e+00
1.0125522e+00  9.48322e-01
1.0125666e+00  9.82965e-01
1.0125812e+00  9.74112e-01
1.0125957e+00  9.83853e-01
1.0126103e+00  9.55830e-01
1.0126248e+00  1.01486e+00
1.0126393e+00  1.05167e+00
1.0126539e+00  1.02232e+00
1.0126684e+00  1.05153e+00
1.0126830e+00  1.03730e+00
1.0126974e+00  1.02110e+00
1.0127119e+00  1.04979e+00
1.0127265e+00  1.04691e+00
1.0127410e+00  1.04427e+00
1.0127556e+00  1.01123e+00
1.0127701e+00  9.85961e-01
1.0127847e+00  9.95606e-01
1.0127992e+00  1.01102e+00
1.0128138e+00  1.00361e+00
1.0128282e+00  1.04595e+00
1.0128427e+00  1.02265e+00
1.0128573e+00  1.03580e+00
1.0128718e+00  1.00189e+00
1.0128863e+00  1.00654e+00
1.0129009e+00  1.00602e+00
1.0129154e+00  1.00295e+00
1.0129300e+00  9.99666e-01
1.0129445e+00  1.01549e+00
1.0129589e+00  9.59656e-01
