#Normalization-constant  7.65839e+02
#lambda         flux
1.0457571e+00  9.63740e-01
1.0457721e+00  9.61276e-01
1.0457871e+00  9.56305e-01
1.0458020e+00  9.91153e-01
1.0458169e+00  9.75847e-01
1.0458318e+00  9.57029e-01
1.0458467e+00  9.89415e-01
1.0458616e+00  9.85926e-01
1.0458766e+00  9.78289e-01
1.0458915e+00  9.55625e-01
1.0459064e+00  9.51033e-01
1.0459213e+00  9.53821e-01
1.0459362e+00  9.25604e-01
1.0459511e+00  9.36677e-01
1.0459661e+00  9.26721e-01
1.0459810e+00  9.32068e-01
1.0459959e+00  9.47860e-01
1.0460108e+00  9.41357e-01
1.0460257e+00  9.36776e-01
1.0460406e+00  9.13650e-01
1.0460555e+00  9.23234e-01
1.0460706e+00  9.16908e-01
1.0460855e+00  9.22080e-01
1.0461004e+00  9.37039e-01
1.0461153e+00  9.62852e-01
1.0461302e+00  9.46835e-01
1.0461451e+00  9.34165e-01
1.0461601e+00  9.47356e-01
1.0461750e+00  9.44524e-01
1.0461899e+00  9.53052e-01
1.0462048e+00  9.38621e-01
1.0462197e+00  9.29910e-01
1.0462346e+00  9.22227e-01
1.0462496e+00  9.43474e-01
1.0462645e+00  9.45934e-01
1.0462794e+00  9.43979e-01
1.0462943e+00  9.58563e-01
1.0463092e+00  9.40168e-01
1.0463241e+00  9.48299e-01
1.0463390e+00  9.35895e-01
1.0463540e+00  9.15315e-01
1.0463689e+00  9.44231e-01
1.0463838e+00  9.19219e-01
1.0463987e+00  9.30992e-01
1.0464136e+00  9.38423e-01
1.0464285e+00  9.31259e-01
1.0464436e+00  9.53702e-01
1.0464585e+00  9.60547e-01
1.0464734e+00  9.59356e-01
1.0464883e+00  9.75765e-01
1.0465032e+00  9.70187e-01
1.0465181e+00  9.82307e-01
1.0465331e+00  9.77854e-01
1.0465480e+00  1.00604e+00
1.0465629e+00  9.95769e-01
1.0465778e+00  1.00052e+00
1.0465927e+00  9.98643e-01
1.0466076e+00  9.96429e-01
1.0466225e+00  9.91864e-01
1.0466375e+00  9.73558e-01
1.0466524e+00  9.97864e-01
1.0466673e+00  9.78114e-01
1.0466822e+00  9.85922e-01
1.0466971e+00  9.83482e-01
1.0467120e+00  1.00899e+00
1.0467270e+00  1.01111e+00
1.0467419e+00  1.03056e+00
1.0467568e+00  1.01070e+00
1.0467717e+00  1.01999e+00
1.0467866e+00  1.03490e+00
1.0468015e+00  1.01285e+00
1.0468166e+00  1.01119e+00
1.0468315e+00  1.01766e+00
1.0468464e+00  1.00461e+00
1.0468613e+00  1.01627e+00
1.0468762e+00  1.00841e+00
1.0468911e+00  1.01603e+00
1.0469060e+00  1.02623e+00
1.0469210e+00  1.00833e+00
1.0469359e+00  1.00417e+00
1.0469508e+00  9.75257e-01
1.0469657e+00  9.70088e-01
1.0469806e+00  9.67786e-01
1.0469955e+00  9.78125e-01
1.0470105e+00  9.81935e-01
1.0470254e+00  9.69855e-01
1.0470403e+00  9.68863e-01
1.0470552e+00  9.85426e-01
1.0470701e+00  9.89535e-01
1.0470850e+00  9.69638e-01
1.0471000e+00  9.82667e-01
1.0471149e+00  9.82314e-01
1.0471298e+00  9.92638e-01
1.0471447e+00  1.02306e+00
1.0471596e+00  1.00803e+00
1.0471746e+00  1.00508e+00
1.0471895e+00  1.02140e+00
1.0472046e+00  9.89340e-01
1.0472195e+00  9.96239e-01
1.0472344e+00  9.80700e-01
1.0472493e+00  9.76535e-01
1.0472642e+00  9.81996e-01
1.0472791e+00  9.74984e-01
1.0472941e+00  9.92895e-01
1.0473090e+00  9.89861e-01
1.0473239e+00  1.01035e+00
1.0473388e+00  9.84813e-01
1.0473537e+00  1.01502e+00
1.0473686e+00  1.00355e+00
1.0473836e+00  1.01395e+00
1.0473985e+00  9.92164e-01
1.0474134e+00  9.70696e-01
1.0474283e+00  9.82225e-01
1.0474432e+00  9.73653e-01
1.0474581e+00  9.80402e-01
1.0474730e+00  9.85687e-01
1.0474880e+00  9.90803e-01
1.0475030e+00  9.88161e-01
1.0475179e+00  9.72745e-01
1.0475328e+00  9.88630e-01
1.0475477e+00  1.00903e+00
1.0475626e+00  9.90214e-01
1.0475776e+00  9.83435e-01
1.0475925e+00  1.00872e+00
1.0476074e+00  9.95180e-01
1.0476223e+00  9.87226e-01
1.0476372e+00  1.01888e+00
1.0476521e+00  1.00445e+00
1.0476671e+00  1.00459e+00
1.0476820e+00  1.01844e+00
1.0476969e+00  1.00787e+00
1.0477118e+00  9.96298e-01
1.0477267e+00  9.87454e-01
1.0477416e+00  1.00727e+00
1.0477565e+00  9.86486e-01
1.0477715e+00  9.78254e-01
1.0477864e+00  9.76579e-01
1.0478013e+00  9.86526e-01
1.0478162e+00  1.00911e+00
1.0478311e+00  1.00141e+00
1.0478460e+00  9.67101e-01
1.0478611e+00  9.71563e-01
1.0478760e+00  9.79036e-01
1.0478909e+00  9.75435e-01
1.0479058e+00  9.83505e-01
1.0479207e+00  9.74914e-01
1.0479356e+00  9.81445e-01
1.0479506e+00  9.88315e-01
1.0479655e+00  1.01068e+00
1.0479804e+00  9.90937e-01
1.0479953e+00  9.78943e-01
1.0480102e+00  9.92118e-01
1.0480251e+00  9.68121e-01
1.0480400e+00  9.82606e-01
1.0480550e+00  1.01211e+00
1.0480699e+00  9.92072e-01
1.0480848e+00  9.95593e-01
1.0480997e+00  9.90084e-01
1.0481146e+00  9.66825e-01
1.0481295e+00  9.48168e-01
1.0481445e+00  9.57100e-01
1.0481594e+00  9.99133e-01
1.0481743e+00  9.74356e-01
1.0481892e+00  9.52412e-01
1.0482041e+00  9.60761e-01
1.0482190e+00  9.54492e-01
1.0482341e+00  9.77514e-01
1.0482490e+00  9.83547e-01
1.0482639e+00  9.64829e-01
1.0482788e+00  9.80759e-01
1.0482937e+00  9.84328e-01
1.0483086e+00  9.91973e-01
1.0483235e+00  9.77339e-01
1.0483385e+00  1.00032e+00
1.0483534e+00  9.74085e-01
1.0483683e+00  9.73975e-01
1.0483832e+00  9.79379e-01
1.0483981e+00  9.67682e-01
1.0484130e+00  9.87098e-01
1.0484280e+00  9.83154e-01
1.0484429e+00  9.83472e-01
1.0484578e+00  9.83886e-01
1.0484727e+00  9.89981e-01
1.0484876e+00  9.81706e-01
1.0485025e+00  9.79437e-01
1.0485175e+00  1.00025e+00
1.0485324e+00  9.78701e-01
1.0485473e+00  9.70040e-01
1.0485622e+00  9.86316e-01
1.0485771e+00  1.00835e+00
1.0485920e+00  1.02924e+00
1.0486069e+00  9.73214e-01
1.0486220e+00  9.49731e-01
1.0486369e+00  9.70379e-01
1.0486518e+00  9.54264e-01
1.0486667e+00  9.89097e-01
1.0486816e+00  9.70742e-01
1.0486965e+00  9.83963e-01
1.0487115e+00  9.68524e-01
1.0487264e+00  9.52484e-01
1.0487413e+00  9.84687e-01
1.0487562e+00  9.74922e-01
1.0487711e+00  9.85738e-01
1.0487860e+00  9.85358e-01
