#Normalization-constant  5.11493e+02
#lambda         flux
1.1092437e+00  9.60968e-01
1.1092594e+00  9.74589e-01
1.1092752e+00  9.85871e-01
1.1092910e+00  9.67437e-01
1.1093068e+00  9.83190e-01
1.1093225e+00  9.97348e-01
1.1093382e+00  9.89619e-01
1.1093540e+00  9.70010e-01
1.1093698e+00  9.87210e-01
1.1093856e+00  9.93423e-01
1.1094013e+00  9.92816e-01
1.1094170e+00  9.59166e-01
1.1094328e+00  9.71479e-01
1.1094486e+00  1.00968e+00
1.1094644e+00  9.79873e-01
1.1094801e+00  9.79379e-01
1.1094958e+00  9.81326e-01
1.1095116e+00  9.84534e-01
1.1095274e+00  1.00153e+00
1.1095432e+00  1.00258e+00
1.1095589e+00  1.00359e+00
1.1095746e+00  9.94175e-01
1.1095904e+00  9.70216e-01
1.1096062e+00  9.85212e-01
1.1096220e+00  9.92154e-01
1.1096377e+00  9.85034e-01
1.1096534e+00  1.00465e+00
1.1096692e+00  9.98028e-01
1.1096850e+00  1.00280e+00
1.1097008e+00  1.00769e+00
1.1097165e+00  1.01842e+00
1.1097322e+00  9.91105e-01
1.1097480e+00  9.71226e-01
1.1097638e+00  1.02402e+00
1.1097796e+00  1.00043e+00
1.1097953e+00  1.01253e+00
1.1098110e+00  1.02132e+00
1.1098269e+00  9.78957e-01
1.1098426e+00  9.98062e-01
1.1098583e+00  9.92656e-01
1.1098741e+00  1.02214e+00
1.1098898e+00  9.94025e-01
1.1099057e+00  1.01168e+00
1.1099214e+00  1.03600e+00
1.1099371e+00  1.04870e+00
1.1099529e+00  1.01511e+00
1.1099686e+00  1.03067e+00
1.1099845e+00  1.02834e+00
1.1100002e+00  1.03225e+00
1.1100159e+00  1.02657e+00
1.1100317e+00  1.02308e+00
1.1100474e+00  9.99225e-01
1.1100633e+00  1.00273e+00
1.1100790e+00  1.03141e+00
1.1100947e+00  1.03083e+00
1.1101105e+00  1.01200e+00
1.1101262e+00  1.02440e+00
1.1101421e+00  9.99605e-01
1.1101578e+00  9.80622e-01
1.1101735e+00  9.79793e-01
1.1101893e+00  9.72092e-01
1.1102050e+00  9.63588e-01
1.1102209e+00  9.70775e-01
1.1102366e+00  9.97081e-01
1.1102523e+00  9.52823e-01
1.1102681e+00  9.65302e-01
1.1102838e+00  9.97580e-01
1.1102997e+00  9.76489e-01
1.1103154e+00  1.00374e+00
1.1103311e+00  9.97823e-01
1.1103469e+00  1.00176e+00
1.1103626e+00  9.67160e-01
1.1103785e+00  9.96380e-01
1.1103942e+00  9.55534e-01
1.1104099e+00  9.76678e-01
1.1104257e+00  9.86117e-01
1.1104414e+00  9.92213e-01
1.1104573e+00  9.74069e-01
1.1104730e+00  9.77091e-01
1.1104887e+00  9.78845e-01
1.1105045e+00  9.53191e-01
1.1105203e+00  9.74270e-01
1.1105361e+00  1.00913e+00
1.1105518e+00  9.85508e-01
1.1105675e+00  9.91735e-01
1.1105833e+00  9.49674e-01
1.1105991e+00  9.61591e-01
1.1106149e+00  9.64938e-01
1.1106306e+00  9.84284e-01
1.1106463e+00  1.01697e+00
1.1106621e+00  9.69964e-01
1.1106779e+00  9.78544e-01
1.1106936e+00  9.81015e-01
1.1107094e+00  9.48942e-01
1.1107251e+00  9.44151e-01
1.1107409e+00  9.62839e-01
1.1107567e+00  9.87446e-01
1.1107724e+00  1.00113e+00
1.1107882e+00  1.02503e+00
1.1108039e+00  1.00356e+00
1.1108197e+00  9.64628e-01
1.1108355e+00  1.02066e+00
1.1108512e+00  1.04961e+00
1.1108670e+00  1.02209e+00
1.1108827e+00  1.00675e+00
1.1108985e+00  9.68260e-01
1.1109143e+00  9.98061e-01
1.1109300e+00  9.97370e-01
1.1109458e+00  1.01010e+00
1.1109615e+00  1.00112e+00
1.1109772e+00  9.74751e-01
1.1109931e+00  9.69204e-01
1.1110088e+00  9.82670e-01
1.1110246e+00  9.75372e-01
1.1110403e+00  9.94299e-01
1.1110560e+00  1.01769e+00
1.1110719e+00  1.02604e+00
1.1110876e+00  1.02598e+00
1.1111034e+00  1.05526e+00
1.1111191e+00  1.03544e+00
1.1111348e+00  1.00750e+00
1.1111507e+00  9.84594e-01
1.1111664e+00  9.82794e-01
1.1111822e+00  9.89493e-01
1.1111979e+00  9.88679e-01
1.1112138e+00  1.01205e+00
1.1112295e+00  9.69926e-01
1.1112452e+00  1.03121e+00
1.1112610e+00  9.97537e-01
1.1112767e+00  1.00673e+00
1.1112927e+00  9.80012e-01
1.1113084e+00  9.89263e-01
1.1113241e+00  9.68555e-01
1.1113399e+00  9.74739e-01
1.1113556e+00  9.77059e-01
1.1113715e+00  9.49732e-01
1.1113872e+00  9.43618e-01
1.1114029e+00  9.62620e-01
1.1114187e+00  9.80145e-01
1.1114344e+00  9.78925e-01
1.1114503e+00  9.83910e-01
1.1114660e+00  1.02406e+00
1.1114817e+00  1.04694e+00
1.1114975e+00  1.03490e+00
1.1115132e+00  1.05114e+00
1.1115290e+00  1.05717e+00
1.1115448e+00  1.03137e+00
1.1115605e+00  1.00470e+00
1.1115763e+00  1.00715e+00
1.1115920e+00  1.00345e+00
1.1116078e+00  1.00494e+00
1.1116236e+00  1.00910e+00
1.1116393e+00  1.00235e+00
1.1116551e+00  1.00827e+00
1.1116708e+00  1.00525e+00
1.1116866e+00  1.01369e+00
1.1117024e+00  9.88011e-01
1.1117181e+00  9.90558e-01
1.1117339e+00  1.00370e+00
1.1117496e+00  9.81734e-01
1.1117654e+00  1.02299e+00
1.1117812e+00  1.01000e+00
1.1117969e+00  1.00527e+00
1.1118126e+00  1.02717e+00
1.1118284e+00  1.03286e+00
1.1118442e+00  1.00559e+00
1.1118600e+00  9.75273e-01
1.1118757e+00  9.58255e-01
1.1118914e+00  9.73760e-01
1.1119073e+00  1.02343e+00
1.1119230e+00  1.00868e+00
1.1119388e+00  1.01071e+00
1.1119545e+00  9.98814e-01
1.1119702e+00  9.73647e-01
1.1119861e+00  9.58847e-01
1.1120018e+00  9.89179e-01
1.1120176e+00  9.75961e-01
1.1120333e+00  9.59766e-01
1.1120490e+00  9.34731e-01
1.1120649e+00  9.62465e-01
1.1120806e+00  1.01535e+00
1.1120964e+00  1.00497e+00
1.1121121e+00  1.00346e+00
1.1121278e+00  1.01846e+00
