#Normalization-constant  6.96989e+02
#lambda         flux
1.0633355e+00  9.84161e-01
1.0633506e+00  9.98513e-01
1.0633656e+00  9.94039e-01
1.0633808e+00  1.00930e+00
1.0633959e+00  1.01167e+00
1.0634110e+00  1.01288e+00
1.0634262e+00  1.02951e+00
1.0634413e+00  1.01129e+00
1.0634565e+00  1.00964e+00
1.0634716e+00  1.01157e+00
1.0634867e+00  1.01614e+00
1.0635019e+00  1.03806e+00
1.0635170e+00  1.00379e+00
1.0635322e+00  1.02385e+00
1.0635473e+00  1.05868e+00
1.0635623e+00  1.03073e+00
1.0635775e+00  1.02136e+00
1.0635926e+00  1.03252e+00
1.0636077e+00  1.04026e+00
1.0636229e+00  1.03592e+00
1.0636380e+00  1.00683e+00
1.0636532e+00  1.01902e+00
1.0636683e+00  1.01188e+00
1.0636834e+00  1.02421e+00
1.0636986e+00  1.01963e+00
1.0637137e+00  1.01753e+00
1.0637288e+00  9.93172e-01
1.0637439e+00  9.87260e-01
1.0637590e+00  1.02328e+00
1.0637741e+00  1.02884e+00
1.0637893e+00  1.02205e+00
1.0638044e+00  1.04415e+00
1.0638196e+00  1.04012e+00
1.0638347e+00  1.02115e+00
1.0638498e+00  1.03158e+00
1.0638650e+00  1.02205e+00
1.0638801e+00  1.00035e+00
1.0638953e+00  9.98419e-01
1.0639104e+00  1.05454e+00
1.0639255e+00  1.02363e+00
1.0639406e+00  1.02922e+00
1.0639557e+00  1.01682e+00
1.0639708e+00  1.02816e+00
1.0639860e+00  1.02570e+00
1.0640011e+00  1.03556e+00
1.0640163e+00  1.02864e+00
1.0640314e+00  1.04139e+00
1.0640465e+00  1.01331e+00
1.0640617e+00  1.02690e+00
1.0640768e+00  1.02765e+00
1.0640920e+00  1.01758e+00
1.0641071e+00  1.04102e+00
1.0641221e+00  1.02379e+00
1.0641373e+00  1.00544e+00
1.0641524e+00  1.03047e+00
1.0641675e+00  1.03422e+00
1.0641827e+00  1.01198e+00
1.0641978e+00  1.00653e+00
1.0642130e+00  9.89014e-01
1.0642281e+00  1.02078e+00
1.0642432e+00  1.00746e+00
1.0642584e+00  1.01682e+00
1.0642735e+00  1.03396e+00
1.0642887e+00  1.02701e+00
1.0643037e+00  1.01785e+00
1.0643188e+00  1.00419e+00
1.0643340e+00  1.02287e+00
1.0643491e+00  1.02421e+00
1.0643642e+00  1.02881e+00
1.0643794e+00  9.96646e-01
1.0643945e+00  1.01960e+00
1.0644097e+00  1.01921e+00
1.0644248e+00  1.01966e+00
1.0644399e+00  1.01493e+00
1.0644551e+00  1.01791e+00
1.0644702e+00  1.00928e+00
1.0644854e+00  1.02489e+00
1.0645004e+00  1.03507e+00
1.0645155e+00  1.01175e+00
1.0645307e+00  1.00820e+00
1.0645458e+00  1.01011e+00
1.0645609e+00  1.02038e+00
1.0645761e+00  1.02503e+00
1.0645912e+00  1.04460e+00
1.0646063e+00  1.05856e+00
1.0646215e+00  1.04114e+00
1.0646366e+00  1.04487e+00
1.0646518e+00  1.05402e+00
1.0646669e+00  1.03886e+00
1.0646819e+00  1.02391e+00
1.0646971e+00  1.00491e+00
1.0647122e+00  1.00802e+00
1.0647273e+00  9.96783e-01
1.0647425e+00  9.94439e-01
1.0647576e+00  9.96317e-01
1.0647729e+00  1.05607e+00
1.0647880e+00  1.03090e+00
1.0648031e+00  1.01103e+00
1.0648183e+00  1.00990e+00
1.0648334e+00  1.00973e+00
1.0648486e+00  1.04047e+00
1.0648637e+00  1.03601e+00
1.0648787e+00  1.05563e+00
1.0648939e+00  1.04597e+00
1.0649090e+00  1.03169e+00
1.0649241e+00  1.03497e+00
1.0649393e+00  1.00902e+00
1.0649544e+00  9.74253e-01
1.0649696e+00  1.00400e+00
1.0649847e+00  1.01189e+00
1.0649998e+00  9.96523e-01
1.0650150e+00  1.00098e+00
1.0650301e+00  1.02500e+00
1.0650453e+00  1.00802e+00
1.0650603e+00  1.01932e+00
1.0650754e+00  1.00296e+00
1.0650906e+00  1.02695e+00
1.0651057e+00  1.03451e+00
1.0651208e+00  1.01292e+00
1.0651360e+00  1.03314e+00
1.0651511e+00  1.02083e+00
1.0651663e+00  1.03865e+00
1.0651814e+00  1.01026e+00
1.0651965e+00  9.84498e-01
1.0652117e+00  1.03516e+00
1.0652268e+00  1.06627e+00
1.0652420e+00  1.03031e+00
1.0652570e+00  1.02910e+00
1.0652721e+00  1.02468e+00
1.0652873e+00  9.96410e-01
1.0653024e+00  9.96350e-01
1.0653175e+00  1.02592e+00
1.0653327e+00  1.00419e+00
1.0653478e+00  1.02956e+00
1.0653630e+00  1.01774e+00
1.0653781e+00  1.02798e+00
1.0653932e+00  1.00280e+00
1.0654084e+00  1.01668e+00
1.0654235e+00  1.00365e+00
1.0654385e+00  9.94345e-01
1.0654537e+00  1.01308e+00
1.0654688e+00  1.02817e+00
1.0654839e+00  1.04296e+00
1.0654991e+00  1.05529e+00
1.0655142e+00  1.07281e+00
1.0655294e+00  1.00771e+00
1.0655445e+00  1.00836e+00
1.0655596e+00  1.01526e+00
1.0655748e+00  1.01312e+00
1.0655899e+00  1.02059e+00
1.0656051e+00  1.03222e+00
1.0656202e+00  1.02488e+00
1.0656352e+00  1.03094e+00
1.0656504e+00  1.04220e+00
1.0656655e+00  1.02953e+00
1.0656806e+00  1.01224e+00
1.0656958e+00  1.01327e+00
1.0657109e+00  9.93199e-01
1.0657261e+00  1.00958e+00
1.0657412e+00  1.02347e+00
1.0657563e+00  1.02065e+00
1.0657715e+00  1.05263e+00
1.0657866e+00  1.01382e+00
1.0658018e+00  1.02205e+00
1.0658168e+00  1.04249e+00
1.0658319e+00  1.00424e+00
1.0658471e+00  1.04122e+00
1.0658622e+00  1.03897e+00
1.0658773e+00  1.02196e+00
1.0658925e+00  1.04595e+00
1.0659076e+00  1.02815e+00
1.0659228e+00  1.04020e+00
1.0659379e+00  1.05988e+00
1.0659530e+00  1.02788e+00
1.0659682e+00  1.02937e+00
1.0659833e+00  9.84047e-01
1.0659985e+00  9.98175e-01
1.0660135e+00  1.03986e+00
1.0660286e+00  1.02095e+00
1.0660438e+00  9.97577e-01
1.0660589e+00  1.02910e+00
