Wavelength,Flux,FluxSmooth7,FluxSmooth15
3842.377230,119.107933,122.701530,129.561829
3843.262072,156.884872,128.061768,129.561829
3844.147118,163.990036,156.884872,128.175049
3845.032367,128.061768,157.641632,132.777466
3845.917820,165.225281,157.641632,147.169022
3846.803478,166.649948,157.641632,148.006638
3847.689339,157.641632,148.006638,148.006638
3848.575404,148.006638,157.641632,148.006638
3849.461673,132.777466,148.006638,148.006638
3850.348147,112.017754,148.006638,148.006638
3851.234824,174.858673,147.169022,148.006638
3852.121706,147.169022,137.485519,148.006638
3853.008792,160.518402,137.863846,147.169022
3853.896082,137.485519,147.169022,137.863846
3854.783577,125.031303,147.169022,137.485519
3855.671276,137.863846,137.863846,132.777466
3856.559179,162.463806,137.485519,137.485519
3857.447287,159.138901,125.031303,137.863846
3858.335599,98.125595,124.891121,137.863846
3859.224116,82.516556,124.891121,137.863846
3860.112837,86.171440,124.891121,137.863846
3861.001764,124.891121,124.891121,142.545822
3861.890894,131.375931,131.375931,152.422134
3862.780230,154.356445,152.422134,154.271942
3863.669771,186.203995,152.422134,152.422134
3864.559516,152.422134,154.356445,148.456650
3865.449466,164.237259,164.237259,148.456650
3866.339621,142.545822,164.237259,148.456650
3867.229981,172.382874,154.271942,148.456650
3868.120546,172.504395,154.271942,152.422134
3869.011317,154.271942,148.456650,154.271942
3869.902292,148.456650,148.456650,154.271942
3870.793472,121.645599,147.296661,152.422134
3871.684858,102.156517,147.296661,148.456650
3872.576449,97.457924,147.296661,147.296661
3873.468246,147.296661,147.296661,147.296661
3874.360247,177.147873,147.296661,144.327240
3875.252454,154.674438,147.296661,143.155075
3876.144867,184.512604,147.296661,143.081482
3877.037485,143.155075,143.155075,143.081482
3877.930309,124.749565,143.155075,143.155075
3878.823338,113.058044,124.749565,144.327240
3879.716573,118.767960,124.749565,147.296661
3880.610014,144.327240,124.749565,144.327240
3881.503660,119.123611,143.081482,143.155075
3882.397512,143.081482,144.327240,143.155075
3883.291570,154.723907,152.912827,143.155075
3884.185834,177.222397,152.912827,144.327240
3885.080304,167.228180,152.912827,152.912827
3885.974980,152.912827,154.723907,154.723907
3886.869861,119.876625,162.273636,162.273636
3887.764949,137.805939,162.273636,167.228180
3888.660243,162.273636,162.273636,177.222397
3889.555744,200.162079,195.819138,195.819138
3890.451450,195.819138,200.162079,200.162079
3891.347363,212.653625,212.653625,200.162079
3892.243482,261.177551,214.221481,212.653625
3893.139807,243.207932,219.726685,212.653625
3894.036339,232.076859,220.331467,212.653625
3894.933077,214.221481,220.331467,214.221481
3895.830022,219.726685,219.726685,214.989441
3896.727173,220.331467,214.989441,214.989441
3897.624531,199.439697,214.221481,214.989441
3898.522096,214.989441,214.989441,214.989441
3899.419867,194.054657,214.989441,214.221481
3900.317845,211.133881,211.133881,211.133881
3901.216030,217.014206,211.133881,201.386627
3902.114421,230.980652,201.386627,201.386627
3903.013020,196.240494,201.386627,201.386627
3903.911825,201.386627,196.240494,201.386627
3904.810837,193.599075,195.957825,211.133881
3905.710057,179.677612,195.957825,211.133881
3906.609483,192.921326,195.957825,217.014206
3907.509117,195.957825,195.957825,230.980652
3908.408958,232.643524,232.643524,232.643524
3909.309006,249.221466,244.475983,232.643524
3910.209261,254.732681,249.221466,232.643524
3911.109724,250.998291,250.998291,232.643524
3912.010394,244.475983,250.998291,232.643524
3912.911271,257.335999,250.998291,232.643524
3913.812356,261.186859,249.161011,232.643524
3914.713648,249.161011,244.475983,232.643524
3915.615148,230.937286,230.937286,230.937286
3916.516856,212.218994,212.218994,212.218994
3917.418771,210.896072,210.896072,210.896072
3918.320894,201.693375,201.693375,201.693375
3919.223225,177.787674,177.787674,200.739868
3920.125763,158.899445,165.010193,183.826828
3921.028509,146.136871,165.010193,178.204514
3921.931463,152.546066,165.010193,177.787674
3922.834625,165.010193,165.010193,165.010193
3923.737995,178.204514,165.010193,158.899445
3924.641574,200.739868,165.010193,152.546066
3925.545360,183.826828,165.010193,151.264679
3926.449354,151.264679,151.264679,146.136871
3927.353556,125.625526,125.625526,125.625526
3928.257967,96.245598,96.245598,96.245598
3929.162586,70.011826,70.011826,70.011826
3930.067413,45.046597,67.157440,67.157440
3930.972449,67.157440,51.760979,67.157440
3931.877693,51.760979,48.483200,67.157440
3932.783146,30.602943,48.301098,67.157440
3933.688807,43.984509,48.483200,67.157440
3934.594676,48.483200,48.483200,67.157440
3935.500755,48.301098,48.483200,67.157440
3936.407041,53.120808,53.120808,67.157440
3937.313537,87.984344,87.984344,87.984344
3938.220241,110.090492,110.090492,110.090492
3939.127154,130.291473,130.291473,130.291473
3940.034276,145.086197,145.086197,137.609024
3940.941607,148.402771,145.086197,145.086197
3941.849147,169.917221,147.524460,147.524460
3942.756896,147.524460,148.402771,148.402771
3943.664854,137.609024,162.342606,162.342606
3944.573021,162.342606,169.917221,169.917221
3945.481397,176.284042,176.284042,176.284042
3946.389982,202.052475,202.052475,202.052475
3947.298777,208.669800,208.669800,208.669800
3948.207780,209.184647,209.184647,209.184647
3949.116993,210.218460,210.218460,210.218460
3950.026416,232.110641,232.110641,232.110641
3950.936048,252.534973,246.813431,232.110641
3951.845889,251.858185,249.611191,235.056442
3952.755940,246.813431,251.858185,246.813431
3953.666201,249.611191,252.534973,246.813431
3954.576671,260.022095,251.858185,246.813431
3955.487351,271.093994,249.611191,246.813431
3956.398240,264.523041,252.186310,246.813431
3957.309339,228.782867,252.186310,246.813431
3958.220648,235.056442,235.056442,235.056442
3959.132167,252.186310,228.782867,228.782867
3960.043896,198.287796,198.287796,198.287796
3960.955835,168.810333,168.810333,168.810333
3961.867984,138.765137,138.765137,138.765137
3962.780343,116.546516,128.078857,128.078857
3963.692912,128.078857,116.546516,116.546516
3964.605691,108.813530,108.813530,108.813530
3965.518680,91.547470,91.547470,105.540077
3966.431879,77.879501,77.879501,105.540077
3967.345289,50.464890,71.740707,105.540077
3968.258910,40.379963,71.740707,105.540077
3969.172740,62.581482,71.740707,105.540077
3970.086781,71.740707,71.740707,105.540077
3971.001033,74.930450,74.930450,105.540077
3971.915495,105.540077,105.540077,105.540077
3972.830167,134.171829,134.171829,134.171829
3973.745051,145.784149,145.784149,145.784149
3974.660145,166.265396,166.265396,166.265396
3975.575449,179.805283,179.805283,179.805283
3976.490965,207.072754,207.072754,207.072754
3977.406691,228.304596,228.304596,228.304596
3978.322628,254.786118,254.786118,254.786118
3979.238776,285.069946,275.452972,275.452972
3980.155135,278.278412,277.746521,277.746521
3981.071706,277.746521,278.278412,278.278412
3981.988487,275.452972,283.827118,283.827118
3982.905479,283.827118,283.827118,285.069946
3983.822682,297.870087,290.568695,290.568695
3984.740097,290.568695,297.870087,297.870087
3985.657723,307.002594,302.761475,302.761475
3986.575560,302.761475,302.937561,302.937561
3987.493609,317.423920,307.002594,307.002594
3988.411869,317.666290,311.713226,311.713226
3989.330341,302.937561,313.118256,311.713226
3990.249024,313.118256,317.423920,311.713226
3991.167918,311.713226,317.666290,311.713226
3992.087024,329.875824,327.826477,311.713226
3993.006342,347.939972,327.826477,313.118256
3993.925872,329.637360,327.826477,317.423920
3994.845613,327.826477,327.826477,317.666290
3995.765566,303.163391,307.033539,327.826477
3996.685731,304.993622,307.033539,329.637360
3997.606108,298.088623,307.033539,329.875824
3998.526697,307.033539,307.033539,329.875824
3999.447498,350.215790,350.215790,329.637360
4000.368510,380.071960,371.950684,327.826477
4001.289735,384.750061,371.950684,327.826477
4002.211172,380.769592,371.950684,334.523834
4003.132822,371.950684,371.950684,350.215790
4004.054683,364.707977,364.707977,364.707977
4004.976757,315.548126,334.523834,364.707977
4005.899043,293.607056,334.523834,365.783356
4006.821542,313.017914,334.523834,367.650879
4007.744253,334.523834,334.523834,367.650879
4008.667176,367.650879,352.020081,367.650879
4009.590312,365.783356,365.783356,367.650879
4010.513661,373.874695,367.650879,367.650879
4011.437222,352.020081,373.874695,367.650879
4012.360996,376.009644,376.009644,373.874695
4013.284983,384.459045,384.459045,376.009644
4014.209182,386.511566,384.459045,376.009644
4015.133594,399.584442,384.459045,376.009644
4016.058219,388.596527,386.511566,377.848541
4016.983057,377.848541,388.383606,377.848541
4017.908108,366.458649,388.383606,377.848541
4018.833373,389.636810,377.848541,377.848541
4019.758850,388.383606,377.848541,377.848541
4020.684540,375.229858,375.229858,377.848541
4021.610443,375.167664,375.229858,377.848541
4022.536560,378.069672,375.229858,377.848541
4023.462890,371.708191,375.167664,377.848541
4024.389433,351.170135,375.167664,376.701996
4025.316190,376.701996,376.701996,376.701996
4026.243160,368.905975,376.701996,375.229858
4027.170343,402.585083,394.970032,375.167664
4028.097740,441.002502,394.970032,371.708191
4029.025351,413.911407,394.970032,368.905975
4029.953175,394.970032,394.970032,368.905975
4030.881213,317.433685,317.433685,368.905975
4031.809464,308.211243,308.211243,376.701996
4032.737930,274.433105,308.211243,386.490387
4033.666609,293.239868,308.211243,394.970032
4034.595502,286.507050,308.211243,394.970032
4035.524609,345.587921,345.587921,394.970032
4036.453930,386.490387,386.490387,388.618805
4037.383465,429.113983,412.118347,386.490387
4038.313213,439.786469,412.118347,386.490387
4039.243177,434.253967,414.557861,386.490387
4040.173354,412.118347,414.557861,386.490387
4041.103745,399.277802,412.118347,386.490387
4042.034351,414.557861,399.277802,388.618805
4042.965171,388.618805,388.618805,399.277802
4043.896205,342.786469,342.786469,412.118347
4044.827454,251.043854,333.736725,408.246124
4045.758917,221.046600,333.736725,408.246124
4046.690595,271.525574,333.736725,408.246124
4047.622487,333.736725,333.736725,399.277802
4048.554594,414.732666,408.246124,388.618805
4049.486915,424.581024,414.732666,385.596252
4050.419451,426.299713,414.732666,364.772766
4051.352202,408.246124,414.732666,364.772766
4052.285168,416.841064,413.638580,364.772766
4053.218349,413.638580,408.246124,385.596252
4054.151744,385.596252,385.596252,388.483398
4055.085354,364.772766,364.772766,398.642120
4056.019180,340.095184,346.967560,388.483398
4056.953220,346.967560,346.967560,385.596252
4057.887476,337.243164,346.967560,364.772766
4058.821947,343.153442,346.967560,346.967560
4059.756633,388.483398,346.967560,346.967560
4060.691534,408.634216,343.153442,346.967560
4061.626650,398.642120,343.153442,346.967560
4062.561982,309.943024,319.814301,346.967560
4063.497529,277.004272,319.814301,361.864258
4064.433292,277.185425,319.814301,367.991547
4065.369270,319.814301,319.814301,367.991547
4066.305463,386.879089,361.864258,367.991547
4067.241873,361.864258,386.879089,367.991547
4068.178498,414.328125,386.879089,367.991547
4069.115338,414.866760,386.879089,361.864258
4070.052394,418.317627,367.991547,361.864258
4070.989667,367.991547,409.883270,361.864258
4071.927154,350.039673,389.771210,361.864258
4072.864858,348.121460,367.991547,367.991547
4073.802778,409.883270,350.039673,367.991547
4074.740914,389.771210,348.121460,379.793915
4075.679266,346.723297,346.723297,379.793915
4076.617833,318.657898,346.723297,379.793915
4077.556618,295.713287,346.723297,379.793915
4078.495618,332.582733,346.723297,389.771210
4079.434834,379.793915,379.793915,409.883270
4080.374267,441.606537,429.646362,410.508423
4081.313916,441.695953,429.646362,424.593597
4082.253781,462.728729,429.646362,427.119232
4083.193863,429.646362,429.646362,429.646362
4084.134162,424.593597,429.646362,441.606537
4085.074677,410.508423,429.646362,441.672180
4086.015408,427.119232,429.646362,441.695953
4086.956356,441.672180,441.672180,451.115753
4087.897521,519.131714,498.526886,462.728729
4088.838903,537.436890,498.526886,462.728729
4089.780501,524.147522,498.526886,451.115753
4090.722316,498.526886,498.526886,451.115753
4091.664348,451.115753,485.652313,451.115753
4092.606597,484.002106,484.002106,451.115753
4093.549063,485.652313,465.233795,451.115753
4094.491746,465.233795,451.115753,451.115753
4095.434646,423.920990,423.920990,423.920990
4096.377764,375.912750,399.176331,399.176331
4097.321098,371.644775,394.085693,394.085693
4098.264650,399.176331,375.912750,394.085693
4099.208419,394.085693,371.644775,394.085693
4100.152405,364.176971,364.176971,394.085693
4101.096609,312.182587,364.176971,394.085693
4102.041030,319.218445,364.176971,394.085693
4102.985668,335.782501,364.176971,394.085693
4103.930525,378.636749,378.636749,394.085693
4104.875598,398.234039,398.234039,394.085693
4105.820890,441.349274,426.400574,392.592072
4106.766399,431.998901,426.400574,392.592072
4107.712126,454.242981,426.400574,398.234039
4108.658070,426.400574,426.400574,407.705444
4109.604233,407.705444,407.705444,412.841309
4110.550613,392.592072,407.705444,426.400574
4111.497211,351.668488,407.705444,429.210083
4112.444027,384.639252,407.705444,429.210083
4113.391062,412.841309,412.841309,426.400574
4114.338314,431.915863,431.915863,412.841309
4115.285784,463.257935,431.915863,407.705444
4116.233473,444.188232,431.915863,407.705444
4117.181380,436.119415,431.915863,407.502747
4118.129505,429.210083,429.210083,409.700745
4119.077849,396.628235,404.595673,412.841309
4120.026411,395.294281,404.595673,418.936523
4120.975191,404.595673,404.595673,418.936523
4121.924190,397.484314,404.595673,417.627686
4122.873407,409.700745,407.502747,409.700745
4123.822843,407.502747,409.700745,407.502747
4124.772498,418.936523,417.627686,404.595673
4125.722371,453.674835,417.627686,397.484314
4126.672463,436.266937,417.627686,397.484314
4127.622774,417.627686,417.627686,397.484314
4128.573304,389.547272,393.806641,393.806641
4129.524052,388.347504,389.547272,393.806641
4130.475020,393.806641,388.347504,393.806641
4131.426206,359.949066,359.949066,393.806641
4132.377612,333.946747,359.949066,393.806641
4133.329237,325.881287,359.949066,393.806641
4134.281080,336.324493,359.949066,393.806641
4135.233143,389.184143,389.184143,389.547272
4136.185426,400.386566,400.386566,389.184143
4137.137927,416.214691,416.214691,389.184143
4138.090648,435.982574,416.214691,359.949066
4139.043588,441.310089,416.214691,365.502319
4139.996748,429.000854,416.214691,389.184143
4140.950127,415.052368,415.052368,400.386566
4141.903726,348.621887,348.621887,404.717407
4142.857545,290.376740,348.621887,404.717407
4143.811583,280.926880,348.621887,404.717407
4144.765840,311.843903,348.621887,396.085083
4145.720318,365.502319,365.502319,380.569275
4146.675015,411.314728,396.085083,380.569275
4147.629932,421.116699,396.085083,380.569275
4148.585069,404.717407,396.085083,380.569275
4149.540426,396.085083,396.085083,382.535736
4150.496003,380.569275,382.556763,382.556763
4151.451800,375.660187,382.556763,394.040833
4152.407818,375.539734,382.556763,395.389435
4153.364055,382.556763,382.535736,396.085083
4154.320512,394.040833,382.556763,396.085083
4155.277190,395.389435,394.040833,396.085083
4156.234088,382.535736,395.389435,396.085083
4157.191207,397.036224,397.036224,397.036224
4158.148546,428.875427,428.875427,428.875427
4159.106105,439.673706,437.815338,428.875427
4160.063885,439.908020,439.673706,428.875427
4161.021885,437.815338,439.908020,428.875427
4161.980106,461.349304,439.908020,428.875427
4162.938548,469.164398,439.908020,428.875427
4163.897210,462.356537,437.815338,431.724823
4164.856093,431.724823,431.724823,431.724823
4165.815197,396.862915,396.862915,431.724823
4166.774522,385.687073,396.862915,418.507416
4167.734068,390.702881,396.862915,397.591400
4168.693835,386.309204,396.862915,396.862915
4169.653822,418.507416,390.702881,390.702881
4170.614031,436.241455,390.702881,386.309204
4171.574461,397.591400,386.309204,385.687622
4172.535112,337.037537,379.569672,385.687073
4173.495985,316.799835,376.115997,385.687073
4174.457078,351.149963,376.115997,385.687622
4175.418393,379.569672,376.115997,385.687622
4176.379930,376.115997,379.569672,385.687622
4177.341687,381.132477,381.132477,385.687622
4178.303666,385.687622,385.118347,385.687622
4179.265867,385.118347,385.687622,385.687622
4180.228290,415.042786,388.406189,388.406189
4181.190933,402.090302,397.228271,388.406189
4182.153799,388.406189,402.090302,397.228271
4183.116887,397.228271,415.042786,399.371429
4184.080196,430.050568,402.090302,402.090302
4185.043727,442.981171,399.371429,415.042786
4186.007480,422.357330,419.040833,417.200165
4186.971454,399.371429,421.735138,419.040833
4187.935651,384.822693,419.040833,419.405548
4188.900070,419.040833,419.040833,419.405548
4189.864711,421.735138,419.040833,419.405548
4190.829574,417.200165,419.405548,419.405548
4191.794659,419.405548,421.735138,419.040833
4192.759967,440.220154,421.735138,417.200165
4193.725497,463.963837,419.405548,399.371429
4194.691249,444.241058,419.405548,387.525757
4195.657223,387.525757,387.525757,387.525757
4196.623420,360.773071,368.604004,377.404510
4197.589840,352.579163,368.604004,377.404510
4198.556482,355.064362,360.773071,377.404510
4199.523347,368.604004,360.773071,377.404510
4200.490434,377.404510,361.383148,377.404510
4201.457744,359.679932,368.604004,377.404510
4202.425277,361.383148,369.342224,377.404510
4203.393032,369.342224,377.404510,377.404510
4204.361011,390.433929,390.433929,390.433929
4205.329212,419.700226,419.700226,419.700226
4206.297637,456.909943,456.909943,431.144073
4207.266284,482.359589,456.909943,431.144073
4208.235154,492.114166,456.909943,431.144073
4209.204248,485.113495,468.237671,431.144073
4210.173564,451.868774,469.000793,431.144073
4211.143104,431.144073,468.237671,451.868774
4212.112868,468.237671,451.868774,456.909943
4213.082854,469.000793,431.144073,468.237671
4214.053064,414.535004,427.767822,469.000793
4215.023497,356.553436,427.767822,469.000793
4215.994154,369.082275,427.767822,468.237671
4216.965034,427.767822,427.767822,463.999359
4217.936138,504.130554,504.130554,463.999359
4218.907466,522.999146,506.748016,463.999359
4219.879017,523.074219,506.748016,427.767822
4220.850792,540.909485,506.748016,414.535004
4221.822791,506.748016,506.748016,403.837982
4222.795013,463.999359,463.999359,427.767822
4223.767459,403.837982,403.837982,444.934387
4224.740130,334.171967,334.171967,463.999359
4225.713024,248.068405,334.171967,458.922882
4226.686143,176.126953,334.171967,444.934387
4227.659485,232.230042,334.171967,437.517395
4228.633052,335.758972,335.758972,432.422668
4229.606843,444.934387,444.934387,428.281830
4230.580858,479.219238,444.934387,413.996460
4231.555097,502.363708,444.934387,428.281830
4232.529561,458.922882,444.934387,432.422668
4233.504249,437.517395,437.517395,436.307343
4234.479162,432.422668,432.422668,437.517395
4235.454299,428.281830,432.422668,444.934387
4236.429660,413.996460,432.422668,454.256195
4237.405247,409.066528,432.422668,455.431000
4238.381058,436.307343,436.307343,455.431000
4239.357093,454.256195,454.256195,455.431000
4240.333354,455.431000,455.431000,455.431000
4241.309839,488.124939,488.124939,455.431000
4242.286549,501.155640,501.155640,455.431000
4243.263484,515.792175,515.792175,455.431000
4244.240644,521.262451,515.792175,455.431000
4245.218029,548.600403,515.792175,455.431000
4246.195639,534.959473,515.792175,455.431000
4247.173475,490.693756,490.693756,455.431000
4248.151535,449.752686,449.752686,449.752686
4249.129821,423.870941,427.340302,449.752686
4250.108332,392.981720,427.340302,449.752686
4251.087068,409.857727,423.870941,449.752686
4252.066030,427.340302,416.627319,449.596313
4253.045217,449.596313,416.627319,448.949097
4254.024629,416.627319,427.340302,427.340302
4255.004268,380.930878,449.596313,423.870941
4255.984131,450.201447,449.596313,423.870941
4256.964221,499.187897,448.949097,427.340302
4257.944536,489.671967,448.949097,448.949097
4258.925077,448.949097,448.949097,449.596313
4259.905843,390.469391,448.949097,450.201447
4260.886836,369.908661,448.949097,488.543457
4261.868054,405.677887,448.949097,488.543457
4262.849499,488.543457,488.543457,488.543457
4263.831169,536.082092,536.082092,488.543457
4264.813065,546.974670,536.082092,468.828247
4265.795188,562.790222,536.082092,448.949097
4266.777537,546.306458,536.082092,432.902008
4267.760112,496.158356,496.158356,432.902008
4268.742913,468.828247,468.828247,432.902008
4269.725940,432.902008,432.902008,441.855347
4270.709194,378.154205,378.154205,441.855347
4271.692675,316.813812,372.060059,441.855347
4272.676382,323.805176,372.060059,441.855347
4273.660315,349.905579,372.060059,441.855347
4274.644475,372.060059,372.060059,432.902008
4275.628862,387.164307,387.164307,432.902008
4276.613475,441.855347,441.855347,432.902008
4277.598315,503.969513,454.499542,441.855347
4278.583382,519.120178,454.499542,446.242218
4279.568675,485.156738,464.124451,446.242218
4280.554196,454.499542,485.156738,452.798584
4281.539943,415.748932,464.124451,452.798584
4282.525918,464.124451,454.499542,452.798584
4283.512119,488.561493,453.230133,452.798584
4284.498548,453.230133,452.798584,452.798584
4285.485204,446.242218,452.798584,446.242218
4286.472087,416.487457,446.242218,446.242218
4287.459197,452.798584,421.748657,446.242218
4288.446535,421.748657,416.487457,446.042084
4289.434100,363.896088,416.487457,446.042084
4290.421892,334.034210,421.748657,427.549438
4291.409912,368.842926,421.748657,425.556885
4292.398160,446.042084,427.549438,421.748657
4293.386635,450.710022,427.549438,416.487457
4294.375337,453.974487,427.549438,411.624878
4295.364268,427.549438,427.549438,368.842926
4296.353426,425.556885,425.556885,363.896088
4297.342812,411.624878,411.624878,348.529968
4298.332425,348.529968,348.529968,348.529968
4299.322267,311.153900,319.171234,331.092194
4300.312336,275.459991,318.035156,323.513428
4301.302634,290.266327,318.035156,319.171234
4302.293159,319.171234,318.035156,318.035156
4303.283913,318.035156,318.035156,311.153900
4304.274895,331.092194,318.035156,311.153900
4305.266105,323.513428,318.035156,311.153900
4306.257543,301.768158,301.768158,311.153900
4307.249210,274.046936,301.768158,318.035156
4308.241105,250.710770,301.768158,319.171234
4309.233228,260.871338,301.768158,323.513428
