Wavelength,Flux,FluxSmooth7,FluxSmooth15
3813.291453,48.993835,2.588611,10.809621
3814.169597,-35.509212,10.809621,10.809621
3815.047943,-20.414925,10.809621,10.809621
3815.926491,2.588611,10.809621,10.809621
3816.805242,10.809621,10.809621,29.204233
3817.684195,43.015572,41.481102,41.481102
3818.563350,41.481102,41.481102,41.481102
3819.442708,91.288635,41.481102,10.809621
3820.322269,51.942089,42.025597,10.809621
3821.202032,-43.111954,42.025597,41.481102
3822.081997,-42.696571,42.025597,41.481102
3822.962166,42.025597,-42.696571,42.025597
3823.842537,118.803329,-42.696571,42.025597
3824.723110,-156.005371,42.025597,42.025597
3825.603887,-154.318100,42.025597,51.942089
3826.484866,213.272125,70.547356,42.025597
3827.366048,70.547356,-34.432766,42.025597
3828.247433,-34.432766,70.547356,42.742256
3829.129021,72.838608,70.547356,42.742256
3830.010812,-44.636967,61.282417,51.062332
3830.892806,144.944977,42.742256,42.742256
3831.775004,61.282417,51.062332,42.742256
3832.657404,25.358269,42.742256,42.742256
3833.540008,42.742256,51.062332,40.150227
3834.422814,51.062332,42.742256,40.150227
3835.305825,-24.365042,40.150227,42.742256
3836.189038,190.740768,40.150227,42.742256
3837.072455,-35.734150,38.940117,42.742256
3837.956075,40.150227,38.940117,42.742256
3838.839899,38.940117,40.150227,42.742256
3839.723926,27.871334,40.150227,51.062332
3840.608157,122.466301,40.150227,51.062332
3841.492592,61.014313,61.014313,61.014313
3842.377230,194.927017,122.466301,114.296997
3843.262072,-9.094759,140.370819,114.296997
3844.147118,212.333801,140.370819,114.296997
3845.032367,140.370819,141.536942,114.296997
3845.917820,249.817062,140.370819,114.296997
3846.803478,-102.485573,141.536942,114.296997
3847.689339,141.536942,140.370819,61.014313
3848.575404,114.296997,114.296997,36.653698
3849.461673,194.562653,36.653698,32.276661
3850.348147,-184.558441,36.653698,36.653698
3851.234824,-25.416424,28.749563,36.653698
3852.121706,36.653698,5.472785,32.276661
3853.008792,5.472785,5.472785,28.749563
3853.896082,28.749563,28.749563,32.276661
3854.783577,-59.367832,32.276661,28.749563
3855.671276,32.276661,28.749563,28.749563
3856.559179,84.776268,28.749563,28.749563
3857.447287,67.536469,32.276661,28.749563
3858.335599,-35.784321,32.276661,28.749563
3859.224116,24.671360,46.702587,28.749563
3860.112837,89.582245,46.702587,32.276661
3861.001764,-24.530388,24.671360,46.702587
3861.890894,46.702587,24.671360,67.536469
3862.780230,175.275665,46.702587,67.536469
3863.669771,-28.018204,46.702587,67.536469
3864.559516,-133.578568,98.571716,76.333183
3865.449466,98.571716,147.142990,76.333183
3866.339621,175.446991,98.571716,89.582245
3867.229981,209.022034,109.419670,76.333183
3868.120546,147.142990,109.419670,90.410118
3869.011317,-64.744881,109.419670,97.966331
3869.902292,109.419670,90.410118,90.410118
3870.793472,76.333183,76.333183,97.966331
3871.684858,-47.715969,76.333183,97.966331
3872.576449,90.410118,90.410118,97.966331
3873.468246,-110.729828,76.333183,90.410118
3874.360247,97.966331,90.410118,76.341080
3875.252454,192.295135,90.410118,76.333183
3876.144867,71.112755,97.966331,76.333183
3877.037485,139.861969,97.966331,76.333183
3877.930309,37.714626,76.341080,76.341080
3878.823338,263.958527,71.112755,77.586311
3879.716573,46.143539,72.130898,77.586311
3880.610014,76.341080,72.130898,77.586311
3881.503660,38.684513,76.341080,76.341080
3882.397512,72.130898,76.341080,72.130898
3883.291570,152.825592,77.586311,72.130898
3884.185834,77.586311,77.586311,57.515633
3885.080304,112.064919,77.586311,57.515633
3885.974980,152.402985,77.586311,57.515633
3886.869861,23.216835,57.515633,57.515633
3887.764949,-30.137243,34.420372,38.684513
3888.660243,-149.457428,23.216835,34.420372
3889.555744,57.515633,23.216835,34.420372
3890.451450,34.420372,7.038654,23.216835
3891.347363,7.038654,7.038654,23.216835
3892.243482,96.599174,7.038654,23.216835
3893.139807,-47.015568,7.038654,23.216835
3894.036339,-21.780399,-8.520836,7.038654
3894.933077,-8.520836,-8.520836,34.420372
3895.830022,104.848549,-8.520836,34.420372
3896.727173,-69.835014,102.335793,22.186911
3897.624531,102.335793,102.335793,7.038654
3898.522096,250.181610,104.848549,18.965933
3899.419867,121.830460,102.335793,18.965933
3900.317845,-34.134327,102.335793,22.186911
3901.216030,110.516624,22.186911,34.331963
3902.114421,2.855188,18.965933,62.636032
3903.013020,22.186911,18.965933,62.636032
3903.911825,-46.370502,22.186911,68.574028
3904.810837,18.965933,22.186911,68.574028
3905.710057,130.138565,34.331963,62.636032
3906.609483,62.636032,62.636032,43.800781
3907.509117,34.331963,68.574028,62.636032
3908.408958,139.740494,74.063133,62.636032
3909.309006,68.574028,68.574028,67.831154
3910.209261,100.573006,68.574028,68.574028
3911.109724,74.063133,74.063133,70.109070
3912.010394,-17.615589,68.574028,74.063133
3912.911271,43.800781,74.063133,70.109070
3913.812356,111.844490,74.063133,70.109070
3914.713648,67.831154,70.109070,70.109070
3915.615148,135.235123,111.844490,68.574028
3916.516856,134.247559,111.844490,70.109070
3917.418771,70.109070,70.109070,70.109070
3918.320894,171.249878,70.109070,67.831154
3919.223225,-11.208530,33.047997,67.831154
3920.125763,-136.430313,33.047997,67.863205
3921.028509,33.047997,33.047997,67.863205
3921.931463,3.000303,3.000303,70.109070
3922.834625,122.164108,33.047997,67.863205
3923.737995,101.104591,48.048306,54.479237
3924.641574,-22.543911,67.863205,48.048306
3925.545360,48.048306,101.104591,48.048306
3926.449354,67.863205,67.863205,54.479237
3927.353556,127.760712,54.479237,54.479237
3928.257967,164.916168,54.479237,54.479237
3929.162586,-16.112293,54.950077,54.950077
3930.067413,54.479237,54.950077,54.479237
3930.972449,-33.600948,54.479237,48.048306
3931.877693,54.950077,33.114746,48.048306
3932.783146,204.608337,54.479237,41.382362
3933.688807,-247.967758,33.114746,41.382362
3934.594676,33.114746,33.114746,41.382362
3935.500755,106.829903,33.114746,41.382362
3936.407041,7.101551,7.101551,41.382362
3937.313537,-19.898687,33.114746,33.114746
3938.220241,41.382362,41.382362,41.382362
3939.127154,-15.632815,41.382362,33.114746
3940.034276,137.643768,41.382362,33.114746
3940.941607,123.662163,41.382362,33.114746
3941.849147,93.417221,68.146912,41.382362
3942.756896,18.485916,68.146912,41.382362
3943.664854,30.774372,68.146912,68.146912
3944.573021,68.146912,30.774372,93.417221
3945.481397,3.912977,30.774372,99.525978
3946.389982,99.525978,68.146912,99.525978
3947.298777,24.969902,99.525978,93.417221
3948.207780,131.762512,105.364876,93.417221
3949.116993,105.364876,105.364876,68.146912
3950.026416,154.724472,105.364876,68.146912
3950.936048,156.335358,105.364876,68.146912
3951.845889,99.666084,105.364876,99.525978
3952.755940,42.104908,99.666084,99.525978
3953.666201,-1.503795,42.104908,43.235085
3954.576671,160.888474,34.508286,99.666084
3955.487351,-25.937737,34.508286,99.666084
3956.398240,34.508286,34.508286,99.666084
3957.309339,27.271130,34.508286,99.666084
3958.220648,102.850319,34.508286,99.666084
3959.132167,43.235085,43.235085,101.481209
3960.043896,-39.633869,101.481209,101.481209
3960.955835,151.152100,102.850319,101.481209
3961.867984,101.481209,110.071098,99.509491
3962.780343,146.394791,112.970459,99.509491
3963.692912,116.776291,112.970459,99.509491
3964.605691,110.071098,110.071098,99.509491
3965.518680,112.970459,110.071098,88.845055
3966.431879,88.845055,99.509491,88.845055
3967.345289,99.509491,88.845055,88.845055
3968.258910,16.326418,68.558594,88.845055
3969.172740,62.202103,62.202103,88.845055
3970.086781,68.558594,37.144997,68.558594
3971.001033,5.370727,18.176249,62.202103
3971.915495,37.144997,37.144997,46.209702
3972.830167,-4.586855,37.144997,46.209702
3973.745051,18.176249,18.176249,42.053673
3974.660145,103.875076,37.144997,42.053673
3975.575449,106.512245,27.226299,46.209702
3976.490965,1.727136,46.209702,42.053673
3977.406691,46.209702,46.209702,42.053673
3978.322628,27.226299,46.209702,46.209702
3979.238776,89.581024,46.209702,46.209702
3980.155135,42.053673,46.209702,60.074730
3981.071706,60.074730,60.074730,81.688263
3981.988487,116.562370,81.688263,60.074730
3982.905479,24.235264,60.074730,60.074730
3983.822682,81.688263,81.688263,79.016899
3984.740097,87.121849,87.121849,81.688263
3985.657723,26.967947,81.688263,87.121849
3986.575560,107.965492,87.121849,81.688263
3987.493609,178.894363,87.121849,87.121849
3988.411869,23.104750,107.965492,87.121849
3989.330341,127.544861,127.544861,87.121849
3990.249024,79.016899,127.544861,107.965492
3991.167918,143.883194,127.544861,124.691261
3992.087024,138.171783,127.544861,124.691261
3993.006342,-18.000542,132.610291,124.691261
3993.925872,132.610291,132.610291,124.691261
3994.845613,79.448685,127.129707,124.691261
3995.765566,191.433533,124.691261,124.691261
3996.685731,124.691261,124.691261,112.924255
3997.606108,127.129707,79.448685,124.691261
3998.526697,35.985645,124.691261,112.924255
3999.447498,20.204546,112.924255,112.924255
4000.368510,2.377549,73.324104,124.691261
4001.289735,166.264587,73.324104,112.924255
4002.211172,112.924255,73.324104,112.924255
4003.132822,73.324104,112.924255,106.586624
4004.054683,171.106979,136.398422,106.586624
4004.976757,-67.712547,112.924255,97.580101
4005.899043,136.398422,97.580101,97.580101
4006.821542,166.544586,106.586624,106.586624
4007.744253,97.580101,106.586624,106.586624
4008.667176,24.649178,106.586624,101.519012
4009.590312,106.586624,97.580101,101.519012
4010.513661,116.784645,97.580101,101.519012
4011.437222,-26.888332,89.270096,97.580101
4012.360996,89.270096,101.519012,97.580101
4013.284983,115.201302,101.519012,89.270096
4014.209182,41.956615,89.270096,87.233360
4015.133594,101.519012,89.270096,54.072941
4016.058219,114.792175,87.233360,54.072941
4016.983057,87.233360,54.072941,54.072941
4017.908108,45.516098,54.072941,54.072941
4018.833373,54.072941,52.451084,87.233360
4019.758850,52.451084,45.516098,87.233360
4020.684540,34.814484,45.516098,87.233360
4021.610443,-8.099397,52.451084,87.233360
4022.536560,18.150320,52.451084,87.233360
4023.462890,102.784142,91.228622,57.651516
4024.389433,114.189552,102.784142,57.651516
4025.316190,91.228622,102.784142,57.651516
4026.243160,127.747330,112.137268,57.651516
4027.170343,112.137268,112.137268,68.955269
4028.097740,57.651516,91.228622,68.955269
4029.025351,142.330688,84.085808,84.085808
4029.953175,56.700920,57.651516,91.228622
4030.881213,84.085808,57.651516,91.228622
4031.809464,-12.479238,56.700920,84.085808
4032.737930,18.486027,56.700920,84.085808
4033.666609,68.955269,68.955269,71.698967
4034.595502,0.828770,68.955269,71.698967
4035.524609,103.452782,71.698967,71.698967
4036.453930,168.887207,95.129974,71.698967
4037.383465,95.129974,95.129974,84.085808
4038.313213,71.698967,98.359283,71.698967
4039.243177,121.754440,95.129974,95.129974
4040.173354,-30.454618,95.129974,95.129974
4041.103745,98.359283,98.359283,98.228920
4042.034351,-14.878216,98.359283,98.228920
4042.965171,206.708542,98.228920,98.228920
4043.896205,131.395645,98.228920,98.228920
4044.827454,31.186216,98.228920,98.228920
4045.758917,98.228920,98.228920,98.228920
4046.690595,9.718774,98.228920,98.228920
4047.622487,109.549973,98.228920,98.228920
4048.554594,78.036400,98.228920,87.577591
4049.486915,131.301666,87.577591,87.577591
4050.419451,100.202034,100.202034,87.577591
4051.352202,87.577591,87.577591,87.221390
4052.285168,59.664291,87.577591,87.577591
4053.218349,132.767822,79.015625,87.577591
4054.151744,46.388222,79.015625,87.577591
4055.085354,79.015625,79.015625,87.577591
4056.019180,68.210556,87.221390,88.854965
4056.953220,102.973373,87.221390,88.854965
4057.887476,87.221390,87.221390,87.577591
4058.821947,88.854965,88.854965,87.221390
4059.756633,150.249542,95.649902,88.854965
4060.691534,65.405792,95.649902,87.221390
4061.626650,125.936516,95.649902,87.221390
4062.561982,95.649902,95.649902,88.854965
4063.497529,132.421600,95.649902,95.649902
4064.433292,79.603180,95.649902,95.649902
4065.369270,46.757092,79.603180,95.649902
4066.305463,125.180611,79.603180,96.682327
4067.241873,75.089790,79.603180,96.682327
4068.178498,43.016808,104.079788,104.079788
4069.115338,104.079788,104.079788,104.079788
4070.052394,116.313843,96.682327,107.146431
4070.989667,142.155334,104.079788,107.146431
4071.927154,94.113091,116.313843,107.146431
4072.864858,96.682327,116.313843,107.146431
4073.802778,174.865707,124.117226,104.079788
4074.740914,158.221725,120.889336,104.079788
4075.679266,107.146431,120.889336,104.079788
4076.617833,124.117226,120.889336,106.413017
4077.556618,120.889336,107.146431,106.413017
4078.495618,78.223808,78.223808,96.682327
4079.434834,64.962959,64.962959,96.682327
4080.374267,54.624187,64.962959,78.223808
4081.313916,44.243584,64.962959,64.992302
4082.253781,43.927673,54.624187,64.962959
4083.193863,106.413017,44.243584,64.962959
4084.134162,112.257767,44.243584,64.962959
4085.074677,19.388712,43.927673,64.962959
4086.015408,34.230255,62.898739,64.962959
4086.956356,64.992302,62.898739,64.992302
4087.897521,34.188644,62.898739,75.877876
4088.838903,62.898739,64.992302,75.877876
4089.780501,75.877876,75.877876,84.666626
4090.722316,84.666626,84.666626,84.666626
4091.664348,114.651344,107.433601,84.666626
4092.606597,126.244934,107.433601,84.666626
4093.549063,205.781448,114.651344,107.433601
4094.491746,107.433601,126.244934,107.433601
4095.434646,64.932137,168.878174,107.433601
4096.377764,213.036331,168.878174,107.433601
4097.321098,168.878174,152.745193,107.433601
4098.264650,180.999802,152.745193,114.651344
4099.208419,17.457672,152.745193,126.244934
4100.152405,152.745193,54.309765,107.433601
4101.096609,49.415237,49.415237,107.433601
4102.041030,54.309765,49.415237,97.792618
4102.985668,18.550650,54.309765,133.236374
4103.930525,35.234989,54.309765,97.792618
4104.875598,185.206879,97.792618,97.792618
4105.820890,154.755844,97.792618,91.285378
4106.766399,97.792618,133.236374,97.792618
4107.712126,133.236374,133.236374,97.792618
4108.658070,56.889946,103.079498,103.079498
4109.604233,136.914200,97.792618,103.079498
4110.550613,54.927883,103.079498,103.079498
4111.497211,103.079498,103.079498,111.282829
4112.444027,91.285378,111.282829,103.079498
4113.391062,133.458191,103.079498,103.079498
4114.338314,177.041962,103.079498,103.079498
4115.285784,111.282829,111.282829,103.079498
4116.233473,93.369118,111.282829,111.282829
4117.181380,22.294409,111.282829,111.282829
4118.129505,215.857117,93.369118,111.282829
4119.077849,93.101166,93.369118,133.458191
4120.026411,172.705124,172.705124,133.458191
4120.975191,10.275019,172.705124,133.421585
4121.924190,321.937500,134.579025,111.282829
4122.873407,333.534149,158.964706,103.187096
4123.822843,134.579025,134.579025,103.187096
4124.772498,78.570251,134.579025,133.421585
4125.722371,158.964706,133.421585,120.375404
4126.672463,133.421585,103.187096,120.375404
4127.622774,75.864937,79.348640,116.384712
4128.573304,103.187096,103.187096,116.384712
4129.524052,49.036018,103.187096,103.187096
4130.475020,79.348640,103.187096,95.303680
4131.426206,155.863449,103.187096,95.303680
4132.377612,120.375404,79.348640,103.187096
4133.329237,116.384712,95.303680,103.187096
4134.281080,44.875427,95.303680,103.187096
4135.233143,2.551594,95.303680,116.384712
4136.185426,95.303680,95.303680,116.384712
4137.137927,91.388573,95.303680,116.384712
4138.090648,123.071365,123.071365,120.375404
4139.043588,131.391922,131.391922,116.384712
4139.996748,148.608246,131.391922,116.384712
4140.950127,134.600418,131.391922,112.811623
4141.903726,250.078278,133.219925,112.811623
4142.857545,112.811623,133.219925,112.811623
4143.811583,9.043249,123.538803,112.811623
4144.765840,133.219925,112.811623,123.071365
4145.720318,98.512558,98.512558,112.811623
4146.675015,123.538803,97.870155,103.326378
4147.629932,77.436249,98.512558,98.512558
4148.585069,97.870155,98.512558,98.512558
4149.540426,69.990364,97.870155,97.870155
4150.496003,103.326378,90.754593,97.870155
4151.451800,147.464432,90.754593,97.870155
4152.407818,73.007820,90.754593,97.870155
4153.364055,90.754593,92.138664,97.870155
4154.320512,88.141533,92.138664,92.138664
4155.277190,111.993675,90.754593,97.870155
4156.234088,92.138664,92.138664,103.326378
4157.191207,140.338547,111.993675,111.993675
4158.148546,46.740822,111.993675,119.367714
4159.106105,131.179153,131.179153,119.367714
4160.063885,172.410217,140.338547,130.677200
4161.021885,37.894337,131.179153,130.677200
4161.980106,170.920898,150.734497,130.677200
4162.938548,172.387772,150.734497,131.179153
4163.897210,119.367714,146.864532,131.179153
4164.856093,150.734497,146.864532,130.677200
4165.815197,146.864532,130.677200,131.179153
4166.774522,130.677200,130.677200,146.864532
4167.734068,121.083786,130.677200,134.331985
4168.693835,101.444092,121.083786,135.495987
4169.653822,166.429520,121.083786,134.331985
4170.614031,77.507820,121.083786,134.331985
4171.574461,90.904015,134.331985,134.331985
4172.535112,335.350006,135.495987,130.677200
4173.495985,198.797531,134.331985,130.677200
4174.457078,134.331985,135.495987,134.331985
4175.418393,135.495987,135.495987,135.495987
4176.379930,104.961746,134.331985,135.495987
4177.341687,153.207504,134.331985,134.331985
4178.303666,55.382641,135.495987,135.495987
4179.265867,123.520874,136.368469,136.368469
4180.228290,136.368469,136.368469,135.495987
4181.190933,183.081451,123.520874,134.331985
4182.153799,150.680267,136.368469,135.495987
4183.116887,79.947945,140.403458,123.520874
4184.080196,119.280930,140.403458,136.368469
4185.043727,168.770477,119.280930,136.368469
4186.007480,140.403458,119.280930,136.368469
4186.971454,30.137451,119.280930,140.403458
4187.935651,74.302612,140.403458,147.490952
4188.900070,160.525864,140.403458,140.403458
4189.864711,97.228050,109.237694,131.464355
4190.829574,159.185211,159.185211,131.464355
4191.794659,200.485641,159.185211,131.464355
4192.759967,109.237694,147.490952,131.464355
4193.725497,169.725235,147.490952,130.944641
4194.691249,147.490952,131.464355,130.944641
4195.657223,131.464355,130.944641,130.944641
4196.623420,86.865524,131.464355,126.711678
4197.589840,130.944641,130.944641,126.711678
4198.556482,0.615806,105.093658,126.711678
4199.523347,148.237976,88.545074,119.414093
4200.490434,105.093658,105.093658,123.384918
4201.457744,63.264050,88.545074,123.384918
4202.425277,88.545074,105.093658,123.384918
4203.393032,126.711678,105.093658,123.384918
4204.361011,81.272827,119.414093,123.384918
4205.329212,188.193497,123.384918,123.384918
4206.297637,119.414093,126.711678,123.384918
4207.266284,123.384918,134.931259,123.384918
4208.235154,140.093124,134.931259,123.384918
4209.204248,210.902802,134.931259,126.711678
4210.173564,134.931259,134.931259,126.711678
4211.143104,117.417351,140.093124,129.163177
4212.112868,175.883209,134.931259,129.163177
4213.082854,91.476830,134.931259,129.163177
4214.053064,158.094666,117.417351,134.931259
4215.023497,-11.009658,129.163177,134.931259
4215.994154,159.193161,91.476830,134.931259
4216.965034,-8.025687,129.163177,129.163177
4217.936138,129.163177,129.163177,126.567123
4218.907466,56.487335,129.163177,126.567123
4219.879017,145.822739,129.163177,118.509109
4220.850792,159.241470,129.163177,118.509109
4221.822791,126.567123,126.567123,117.242661
4222.795013,213.079132,126.567123,118.509109
4223.767459,102.666870,118.509109,118.509109
4224.740130,97.164574,117.242661,126.567123
4225.713024,118.509109,102.666870,126.567123
4226.686143,101.436234,102.666870,126.715927
4227.659485,117.242661,117.242661,126.567123
4228.633052,78.604103,118.509109,118.509109
4229.606843,140.848038,126.715927,117.242661
4230.580858,126.715927,128.453445,117.242661
4231.555097,128.453445,128.453445,118.509109
4232.529561,163.462891,128.453445,118.509109
4233.504249,143.835220,126.715927,118.266479
4234.479162,114.481972,128.453445,118.266479
4235.454299,67.796532,126.325836,126.325836
4236.429660,91.933769,114.481972,126.715927
4237.405247,169.126770,114.481972,126.715927
4238.381058,126.325836,105.909492,128.453445
4239.357093,105.909492,118.266479,138.080368
4240.333354,118.266479,126.325836,138.080368
4241.309839,99.760078,126.325836,126.325836
4242.286549,148.812546,138.080368,126.325836
4243.263484,169.135498,141.512054,135.440536
4244.240644,141.512054,148.812546,138.080368
4245.218029,138.080368,148.812546,135.440536
4246.195639,161.333023,141.512054,135.440536
4247.173475,152.203384,138.080368,135.440536
4248.151535,70.905891,138.080368,135.440536
4249.129821,89.812386,135.440536,135.440536
4250.108332,135.440536,126.918839,126.918839
4251.087068,171.979095,126.407112,126.918839
4252.066030,126.407112,126.407112,126.407112
4253.045217,126.918839,126.407112,123.342209
4254.024629,123.342209,123.342209,109.154655
4255.004268,85.613182,123.342209,107.517570
4255.984131,90.717300,109.154655,107.517570
4256.964221,87.630173,90.717300,107.517570
4257.944536,159.846085,87.630173,91.483467
4258.925077,109.154655,90.717300,91.483467
4259.905843,85.254555,87.630173,90.717300
4260.886836,29.663700,89.251366,90.717300
4261.868054,107.517570,89.251366,90.717300
4262.849499,26.094795,89.251366,91.483467
4263.831169,89.251366,90.676315,97.097954
4264.813065,91.483467,91.483467,97.097954
4265.795188,122.536049,91.483467,97.097954
4266.777537,90.676315,97.097954,97.097954
4267.760112,113.039185,113.039185,107.517570
4268.742913,126.468178,113.039185,107.517570
4269.725940,97.097954,111.986351,111.986351
4270.709194,146.613480,113.039185,113.039185
4271.692675,84.891045,126.468178,113.039185
4272.676382,111.986351,111.986351,122.536049
4273.660315,175.819672,146.613480,113.039185
4274.644475,156.634171,146.720688,126.468178
4275.628862,83.421181,146.720688,146.613480
4276.613475,146.720688,153.852936,146.613480
4277.598315,153.852936,146.720688,146.720688
4278.583382,78.022377,146.720688,150.939774
4279.568675,190.370590,150.939774,150.939774
4280.554196,50.313263,150.939774,150.939774
4281.539943,150.939774,150.939774,146.720688
4282.525918,183.619080,173.704193,146.720688
4283.512119,111.074150,150.939774,146.720688
4284.498548,173.704193,150.939774,124.970169
4285.485204,182.776611,124.970169,124.970169
4286.472087,118.343811,124.970169,124.970169
4287.459197,124.970169,124.970169,118.343811
4288.446535,110.696770,118.343811,124.970169
4289.434100,173.612640,118.343811,118.732079
4290.421892,106.263535,113.297043,118.343811
4291.409912,30.304211,110.696770,118.343811
4292.398160,132.047104,113.297043,113.297043
4293.386635,113.297043,113.297043,111.753563
4294.375337,92.040108,113.297043,110.696770
4295.364268,152.972763,113.297043,109.334297
4296.353426,118.732079,111.753563,107.634079
4297.342812,107.634079,107.634079,106.858704
4298.332425,111.753563,109.334297,106.858704
4299.322267,86.538116,107.634079,106.858704
4300.312336,106.858704,106.858704,106.858704
