       2274.2344 -2.34006e-15  3.06468e-15
       2274.2719  2.25223e-15  3.63640e-15
       2274.3094  6.43762e-16  3.89321e-15
       2274.3469  5.26069e-16  4.06502e-15
       2274.3844  1.62711e-15  4.91437e-15
       2274.4219 -9.59664e-15  4.28006e-15
       2274.4594 -4.97150e-15  3.66530e-15
       2274.4969  1.39881e-15  4.39090e-15
       2274.5344 -5.01158e-16  4.40530e-15
       2274.5719  1.45627e-15  4.31470e-15
       2274.6094  3.23446e-15  4.04228e-15
       2274.6469 -6.13008e-17  4.72523e-15
       2274.6844 -6.77998e-15  4.11248e-15
       2274.7219  2.20456e-15  4.24009e-15
       2274.7594  2.64830e-15  3.89174e-15
       2274.7969  1.51243e-15  3.92937e-15
       2274.8344  6.32103e-15  4.43050e-15
       2274.8719  7.77874e-17  4.05591e-15
       2274.9094  2.29041e-15  4.30418e-15
       2274.9469 -3.92671e-15  4.25089e-15
       2274.9844  9.15622e-16  4.24361e-15
       2275.0219 -3.38879e-15  4.10101e-15
       2275.0594  6.89488e-16  3.77112e-15
       2275.0969 -2.23890e-15  3.85027e-15
       2275.1344  1.01698e-15  5.10708e-15
       2275.1719  4.89000e-15  3.88064e-15
       2275.2094 -6.76239e-16  3.85957e-15
       2275.2469  8.41246e-16  3.54859e-15
       2275.2844  2.69145e-15  3.79305e-15
       2275.3219  3.32316e-16  3.86654e-15
       2275.3594  4.51016e-16  3.93385e-15
       2275.3969  1.04793e-15  4.38412e-15
       2275.4344 -3.97043e-15  4.30914e-15
       2275.4719 -2.26287e-15  4.10742e-15
       2275.5094  5.05070e-16  3.51644e-15
       2275.5469 -9.18299e-16  3.67889e-15
       2275.5844 -4.31035e-16  3.77238e-15
       2275.6219 -3.14549e-15  3.67903e-15
       2275.6594  3.80986e-15  4.01297e-15
       2275.6969 -2.45297e-15  3.74000e-15
       2275.7344  3.62201e-15  3.88262e-15
       2275.7719  4.45810e-16  3.57038e-15
       2275.8094 -4.36414e-16  3.28837e-15
       2275.8468  3.34115e-15  3.69826e-15
       2275.8843 -2.59254e-15  3.54282e-15
       2275.9218 -1.05617e-16  3.72877e-15
       2275.9593 -4.28852e-15  3.45432e-15
       2275.9968 -3.03397e-15  3.57396e-15
       2276.0343 -3.09894e-15  3.66137e-15
       2276.0718 -8.14070e-15  3.19650e-15
       2276.1093 -3.98685e-15  3.42395e-15
       2276.1468  5.82621e-15  3.79197e-15
       2276.1843  1.90956e-15  3.43978e-15
       2276.2218 -1.36954e-15  3.12022e-15
       2276.2593 -1.56280e-15  3.84631e-15
       2276.2968 -9.18540e-16  3.74713e-15
       2276.3343  2.70893e-16  3.53750e-15
       2276.3718  2.94874e-15  3.66747e-15
       2276.4093 -8.09678e-16  3.64699e-15
       2276.4467  2.21165e-15  3.56553e-15
       2276.4842  1.97177e-15  3.17526e-15
       2276.5217  3.32355e-15  3.71700e-15
       2276.5592  6.89549e-15  3.15164e-15
       2276.5967  3.73675e-15  3.26309e-15
       2276.6342  1.95372e-15  3.89355e-15
       2276.6717  1.41599e-15  3.44416e-15
       2276.7092  1.58862e-15  3.45616e-15
       2276.7467  2.13592e-15  3.37512e-15
       2276.7842  1.87336e-15  3.18574e-15
       2276.8217 -3.09215e-15  3.71867e-15
       2276.8592  3.25280e-15  3.47281e-15
       2276.8966 -7.46945e-16  3.19165e-15
       2276.9341  1.84917e-15  3.12509e-15
       2276.9716  5.16520e-15  3.67880e-15
       2277.0091 -6.05137e-16  3.22364e-15
       2277.0466 -2.03341e-15  3.22585e-15
       2277.0841  3.02581e-15  3.13794e-15
       2277.1216  1.77086e-15  3.11905e-15
       2277.1591  3.51414e-15  3.11638e-15
       2277.1966 -3.20377e-16  3.44077e-15
       2277.2340  3.67219e-15  3.32822e-15
       2277.2715  3.32626e-15  3.25814e-15
       2277.3090  5.40608e-15  2.64419e-15
       2277.3465  1.93374e-15  3.02724e-15
       2277.3840  2.20960e-15  3.79591e-15
       2277.4215 -3.28877e-15  3.15692e-15
       2277.4590  9.05488e-16  3.02058e-15
       2277.4965  6.24411e-15  3.17979e-15
       2277.5339  6.90225e-15  3.12504e-15
       2277.5714  1.76643e-16  2.93110e-15
       2277.6089  7.37985e-15  3.50084e-15
       2277.6464 -3.59737e-15  3.43911e-15
       2277.6839  5.86821e-15  3.20551e-15
       2277.7214  1.95333e-15  3.20542e-15
       2277.7589  2.26731e-15  2.81973e-15
       2277.7963  2.18196e-16  3.16812e-15
       2277.8338  2.74599e-15  2.74509e-15
       2277.8713  4.30461e-15  2.94934e-15
       2277.9088 -2.40082e-15  2.99727e-15
       2277.9463  3.33934e-15  2.87896e-15
       2277.9838  4.57011e-15  2.73323e-15
       2278.0213  1.00447e-14  3.36705e-15
       2278.0587  2.04985e-15  2.95701e-15
       2278.0962  6.13558e-15  2.82702e-15
       2278.1337  6.59663e-15  3.10251e-15
       2278.1712 -1.73972e-15  2.48559e-15
       2278.2087  6.34381e-15  3.02585e-15
       2278.2462  5.00185e-15  3.14313e-15
       2278.2836  2.04966e-15  2.91862e-15
       2278.3211  4.40040e-15  2.98998e-15
       2278.3586  5.21749e-15  2.67309e-15
       2278.3961  1.53309e-15  3.06135e-15
       2278.4336  2.76676e-15  2.76378e-15
       2278.4711  6.98100e-17  2.68321e-15
       2278.5085  2.76055e-16  2.68893e-15
       2278.5460 -1.76535e-15  2.47948e-15
       2278.5835  2.74723e-15  2.65156e-15
       2278.6210  2.20527e-15  2.51674e-15
       2278.6585  2.80706e-15  2.91922e-15
       2278.6959  5.19930e-15  2.64521e-15
       2278.7334  6.20736e-15  2.77607e-15
       2278.7709 -2.15728e-15  3.03557e-15
       2278.8084 -1.63024e-15  2.72393e-15
       2278.8459 -2.39999e-15  2.72356e-15
       2278.8833 -1.24930e-15  2.36129e-15
       2278.9208 -1.66907e-15  2.51099e-15
       2278.9583  2.62891e-15  2.58459e-15
       2278.9958  1.76901e-15  2.56580e-15
       2279.0333 -4.56494e-16  2.64871e-15
       2279.0707  3.66192e-15  2.56777e-15
       2279.1082  2.52463e-15  2.44083e-15
       2279.1457  5.01932e-15  2.58698e-15
       2279.1832  1.58385e-15  2.44187e-15
       2279.2207  3.32557e-15  2.54783e-15
       2279.2581 -1.01214e-15  2.50390e-15
       2279.2956  4.82586e-15  2.38308e-15
       2279.3331  2.37311e-16  2.58004e-15
       2279.3706  1.91754e-15  2.58687e-15
       2279.4080 -1.44282e-15  2.49551e-15
       2279.4455  4.13928e-15  2.45936e-15
       2279.4830 -7.02056e-16  2.43912e-15
       2279.5205  1.12499e-15  2.52975e-15
       2279.5580  5.81698e-15  2.82865e-15
       2279.5954  1.68632e-15  2.81252e-15
       2279.6329  5.11415e-15  2.58177e-15
       2279.6704 -1.56472e-15  2.49330e-15
       2279.7079  1.76414e-15  2.61805e-15
       2279.7453  8.30014e-15  2.85182e-15
       2279.7828  2.86684e-15  2.44214e-15
       2279.8203  2.87085e-15  2.71672e-15
       2279.8578  5.60974e-15  2.46972e-15
       2279.8952 -7.65398e-16  2.33566e-15
       2279.9327  4.78144e-16  2.28474e-15
       2279.9702 -1.41922e-15  2.12085e-15
       2280.0077  1.53746e-15  2.29208e-15
       2280.0451  4.98683e-15  2.32792e-15
       2280.0826 -6.05173e-16  2.37627e-15
